point_id,grid_x_km,grid_y_km,latitude_deg,longitude_deg,elevation_m,slope_deg,roughness_m,annual_illumination_pct,max_temp_k,min_temp_k,psr_flag,ice_prob,weh_wt_pct,radiation_msv_yr,shielding_factor,earth_vis_pct,suitability_score,zone_class
SP_GRID_011_080,172.53,-217.78,-80.8305,-51.6135,1101.4,1.93,0.39,56.8,202.6,145.5,0,0.0,0.34,329.7,0.204,57.2,53.05,Spaceport / Landing Pad
SP_GRID_011_081,178.18,-217.78,-80.7135,-50.7106,1204.7,2.48,0.32,57.5,203.1,146.0,0,0.0,0.12,332.3,0.193,58.2,52.82,Spaceport / Landing Pad
SP_GRID_011_082,183.84,-217.78,-80.5941,-49.8304,1302.9,2.23,0.3,58.5,203.9,146.8,0,0.0,0.18,335.3,0.181,59.2,53.28,Spaceport / Landing Pad
SP_GRID_011_083,189.49,-217.78,-80.4726,-48.9725,1387.7,1.09,0.35,59.9,204.9,147.9,0,0.0,0.06,338.7,0.167,60.0,54.3,Spaceport / Landing Pad
SP_GRID_011_084,195.15,-217.78,-80.3491,-48.1364,1451.9,1.09,0.47,60.5,205.4,148.4,0,0.0,0.22,340.5,0.16,60.6,54.45,Spaceport / Landing Pad
SP_GRID_011_085,200.81,-217.78,-80.2235,-47.3215,1490.1,1.59,0.24,60.6,205.4,148.5,0,0.0,0.16,341.2,0.157,61.0,54.23,Spaceport / Landing Pad
SP_GRID_011_086,206.46,-217.78,-80.096,-46.5275,1499.0,0.57,0.23,61.2,205.9,148.9,0,0.0,0.12,342.3,0.153,61.0,54.8,Spaceport / Landing Pad
SP_GRID_011_087,212.12,-217.78,-80.0,-45.7538,1477.7,0.71,0.41,60.9,205.7,148.7,0,0.0,0.35,341.6,0.156,60.8,54.7,Spaceport / Landing Pad
SP_GRID_011_088,217.78,-217.78,-80.0,-45.0,1427.9,1.01,0.19,60.3,205.2,148.2,0,0.0,0.18,339.9,0.162,60.4,54.44,Spaceport / Landing Pad
SP_GRID_011_089,223.43,-217.78,-80.0,-44.2655,1353.6,0.5,0.4,59.8,204.9,147.9,0,0.0,0.17,338.2,0.169,59.7,54.48,Spaceport / Landing Pad
SP_GRID_011_090,229.09,-217.78,-80.0,-43.5498,1260.8,1.04,0.33,58.7,204.0,147.0,0,0.0,0.19,335.1,0.182,58.8,54.02,Spaceport / Landing Pad
SP_GRID_011_091,234.75,-217.78,-80.0,-42.8524,1157.2,0.53,0.26,58.0,203.5,146.4,0,0.0,0.08,332.5,0.192,57.8,54.0,Spaceport / Landing Pad
SP_GRID_011_092,240.4,-217.78,-80.0,-42.1729,1051.4,0.8,0.25,56.9,202.7,145.5,0,0.0,0.17,329.2,0.206,56.8,53.64,Spaceport / Landing Pad
SP_GRID_011_093,246.06,-217.78,-80.0,-41.5107,952.1,1.06,0.26,55.9,201.9,144.7,0,0.0,0.15,326.1,0.218,55.8,53.27,Spaceport / Landing Pad
SP_GRID_011_094,251.72,-217.78,-80.0,-40.8653,867.8,0.5,0.23,55.3,201.5,144.3,0,0.0,0.19,324.2,0.226,55.0,53.32,Spaceport / Landing Pad
SP_GRID_011_095,257.37,-217.78,-80.0,-40.2364,805.8,0.67,0.41,54.7,201.0,143.7,0,0.0,0.31,322.3,0.234,54.4,53.11,Spaceport / Landing Pad
SP_GRID_011_096,263.03,-217.78,-80.0,-39.6233,771.7,0.5,0.35,54.4,200.8,143.6,0,0.0,0.11,321.4,0.237,54.1,53.08,Spaceport / Landing Pad
SP_GRID_011_097,268.69,-217.78,-80.0,-39.0257,768.9,0.57,0.34,54.4,200.8,143.5,0,0.0,0.23,321.3,0.238,54.1,53.05,Spaceport / Landing Pad
SP_GRID_011_098,274.34,-217.78,-80.0,-38.4431,798.3,0.73,0.39,54.6,200.9,143.7,0,0.0,0.06,322.0,0.235,54.3,53.06,Spaceport / Landing Pad
SP_GRID_011_099,280.0,-217.78,-80.0,-37.875,858.5,1.37,0.27,54.8,201.1,143.9,0,0.0,0.15,323.2,0.23,54.9,52.87,Spaceport / Landing Pad
SP_GRID_012_000,-280.0,-212.12,-80.0,-142.8533,1389.6,1.42,0.39,59.7,204.8,147.8,0,0.0,0.19,338.5,0.168,60.0,54.11,Spaceport / Landing Pad
SP_GRID_012_001,-274.34,-212.12,-80.0,-142.289,1283.9,1.37,0.33,58.8,204.1,147.0,0,0.0,0.07,335.5,0.18,59.0,53.89,Spaceport / Landing Pad
SP_GRID_012_002,-268.69,-212.12,-80.0,-141.7098,1171.6,1.71,0.45,57.6,203.2,146.1,0,0.0,0.21,331.9,0.195,57.9,53.39,Spaceport / Landing Pad
SP_GRID_012_003,-263.03,-212.12,-80.0,-141.1155,1061.5,1.88,0.32,56.5,202.4,145.2,0,0.0,0.14,328.6,0.208,56.9,52.99,Spaceport / Landing Pad
SP_GRID_012_004,-257.37,-212.12,-80.0,-140.5055,962.5,1.58,0.4,55.7,201.8,144.6,0,0.0,0.35,326.0,0.219,55.9,52.98,Spaceport / Landing Pad
SP_GRID_012_005,-251.72,-212.12,-80.0,-139.8793,882.4,1.39,0.46,55.0,201.3,144.0,0,0.0,0.24,323.9,0.227,55.1,52.91,Spaceport / Landing Pad
SP_GRID_012_006,-246.06,-212.12,-80.0,-139.2364,827.5,0.86,0.28,54.8,201.1,143.8,0,0.0,0.12,322.7,0.232,54.6,53.07,Spaceport / Landing Pad
SP_GRID_012_007,-240.4,-212.12,-80.0,-138.5763,802.3,0.64,0.16,54.7,201.0,143.7,0,0.0,0.08,322.2,0.234,54.4,53.11,Spaceport / Landing Pad
SP_GRID_012_008,-234.75,-212.12,-80.0,-137.8986,808.8,0.5,0.29,54.8,201.1,143.8,0,0.0,0.06,322.5,0.233,54.4,53.17,Spaceport / Landing Pad
SP_GRID_012_009,-229.09,-212.12,-80.0,-137.2026,846.4,1.44,0.3,54.7,201.0,143.8,0,0.0,0.08,322.8,0.232,54.8,52.79,Spaceport / Landing Pad
SP_GRID_012_010,-223.43,-212.12,-80.0,-136.4879,912.2,0.5,0.34,55.7,201.8,144.6,0,0.0,0.25,325.5,0.221,55.4,53.42,Spaceport / Landing Pad
SP_GRID_012_011,-217.78,-212.12,-80.0,-135.7538,1000.9,0.73,0.44,56.5,202.3,145.2,0,0.0,0.31,327.8,0.211,56.3,53.55,Spaceport / Landing Pad
SP_GRID_012_012,-212.12,-212.12,-80.0995,-135.0,1105.5,0.82,0.3,57.4,203.0,145.9,0,0.0,0.1,330.8,0.199,57.3,53.76,Spaceport / Landing Pad
SP_GRID_012_013,-206.46,-212.12,-80.2306,-134.2258,1217.7,1.49,0.34,58.1,203.6,146.5,0,0.0,0.17,333.4,0.188,58.3,53.65,Spaceport / Landing Pad
SP_GRID_012_014,-200.81,-212.12,-80.3599,-133.4306,1328.6,0.96,0.36,59.4,204.5,147.5,0,0.0,0.16,337.1,0.174,59.4,54.23,Spaceport / Landing Pad
SP_GRID_012_015,-195.15,-212.12,-80.4873,-132.6141,1429.3,1.45,0.23,60.1,205.1,148.1,0,0.0,0.24,339.6,0.164,60.4,54.19,Spaceport / Landing Pad
SP_GRID_012_016,-189.49,-212.12,-80.6127,-131.7755,1511.8,0.51,0.21,61.3,206.0,149.0,0,0.0,0.1,342.7,0.151,61.2,54.85,Spaceport / Landing Pad
SP_GRID_012_017,-183.84,-212.12,-80.736,-130.9144,1569.7,0.75,0.43,61.7,206.3,149.4,0,0.0,0.34,344.2,0.145,61.7,54.9,Spaceport / Landing Pad
SP_GRID_012_018,-178.18,-212.12,-80.8572,-130.0303,1598.2,0.5,0.34,62.1,206.6,149.7,0,0.0,0.27,345.2,0.141,62.0,55.07,Spaceport / Landing Pad
SP_GRID_012_019,-172.53,-212.12,-80.9761,-129.1226,1595.1,1.68,0.22,61.5,206.1,149.2,0,0.0,0.34,344.2,0.145,62.0,54.42,Spaceport / Landing Pad
SP_GRID_012_020,-166.87,-212.12,-81.0927,-128.1909,1560.7,0.59,0.2,61.7,206.3,149.4,0,0.0,0.13,344.1,0.145,61.6,54.94,Spaceport / Landing Pad
SP_GRID_012_021,-161.21,-212.12,-81.2069,-127.2348,1497.7,1.41,0.4,60.7,205.6,148.6,0,0.0,0.23,341.6,0.156,61.0,54.37,Spaceport / Landing Pad
SP_GRID_012_022,-155.56,-212.12,-81.3186,-126.2538,1411.0,1.71,0.45,59.8,204.8,147.8,0,0.0,0.27,338.8,0.167,60.2,53.96,Spaceport / Landing Pad
SP_GRID_012_023,-149.9,-212.12,-81.4277,-125.2476,1307.6,1.69,0.47,58.8,204.1,147.1,0,0.0,0.26,335.9,0.179,59.2,53.73,Spaceport / Landing Pad
SP_GRID_012_024,-144.24,-212.12,-81.5341,-124.2157,1195.7,1.42,0.29,57.9,203.5,146.3,0,0.0,0.06,332.9,0.191,58.1,53.64,Spaceport / Landing Pad
SP_GRID_012_025,-138.59,-212.12,-81.6376,-123.1579,1084.1,1.3,0.47,57.0,202.7,145.6,0,0.0,0.35,329.8,0.203,57.1,53.45,Spaceport / Landing Pad
SP_GRID_012_026,-132.93,-212.12,-81.7383,-122.074,981.7,1.13,0.34,56.1,202.1,144.9,0,0.0,0.33,326.9,0.215,56.1,53.31,Spaceport / Landing Pad
SP_GRID_012_027,-127.27,-212.12,-81.8359,-120.9638,896.7,0.73,0.36,55.5,201.6,144.4,0,0.0,0.09,324.8,0.223,55.3,53.3,Spaceport / Landing Pad
SP_GRID_012_028,-121.62,-212.12,-81.9303,-119.8271,835.7,0.86,0.34,54.9,201.2,143.9,0,0.0,0.21,323.0,0.231,54.7,53.09,Spaceport / Landing Pad
SP_GRID_012_029,-115.96,-212.12,-82.0215,-118.664,803.6,1.33,0.23,54.3,200.8,143.5,0,0.0,0.14,321.6,0.236,54.4,52.76,Spaceport / Landing Pad
SP_GRID_012_030,-110.3,-212.12,-82.1094,-117.4744,803.0,0.56,0.43,54.7,201.0,143.8,0,0.0,0.31,322.3,0.234,54.4,53.14,Spaceport / Landing Pad
SP_GRID_012_031,-104.65,-212.12,-82.1937,-116.2587,833.9,0.65,0.18,55.0,201.2,144.0,0,0.0,0.26,323.1,0.23,54.7,53.18,Spaceport / Landing Pad
SP_GRID_012_032,-98.99,-212.12,-82.2745,-115.0169,893.9,1.55,0.29,55.1,201.3,144.1,0,0.0,0.12,324.1,0.226,55.2,52.83,Spaceport / Landing Pad
SP_GRID_012_033,-93.33,-212.12,-82.3516,-113.7495,978.1,2.93,0.55,55.2,201.4,144.2,0,0.0,0.06,325.4,0.221,56.1,51.82,Spaceport / Landing Pad
SP_GRID_012_034,-87.68,-212.12,-82.4249,-112.4569,1079.9,1.79,0.41,56.7,202.5,145.3,0,0.0,0.14,329.2,0.206,57.0,53.11,Spaceport / Landing Pad
SP_GRID_012_035,-82.02,-212.12,-82.4942,-111.1398,1191.1,2.86,0.55,57.2,202.9,145.8,0,0.0,0.06,331.5,0.196,58.1,52.4,Spaceport / Landing Pad
SP_GRID_012_036,-76.36,-212.12,-82.5595,-109.7989,1303.0,2.85,0.45,58.2,203.7,146.6,0,0.0,0.09,334.8,0.183,59.2,52.68,Spaceport / Landing Pad
SP_GRID_012_037,-70.71,-212.12,-82.6206,-108.4349,1406.6,1.81,0.34,59.7,204.8,147.8,0,0.0,0.24,338.6,0.168,60.2,53.87,Spaceport / Landing Pad
SP_GRID_012_038,-65.05,-212.12,-82.6775,-107.049,1493.8,2.02,0.52,60.4,205.3,148.3,0,0.0,0.27,341.0,0.158,61.0,53.92,Spaceport / Landing Pad
SP_GRID_012_039,-59.39,-212.12,-82.7301,-105.6422,1557.5,2.13,0.26,61.0,205.7,148.8,0,0.0,0.19,342.7,0.151,61.6,53.98,Spaceport / Landing Pad
SP_GRID_012_040,-53.74,-212.12,-82.7781,-104.2159,1592.8,0.97,0.42,61.8,206.4,149.5,0,0.0,0.23,344.7,0.143,61.9,54.85,Spaceport / Landing Pad
SP_GRID_012_041,-48.08,-212.12,-82.8217,-102.7712,1596.7,0.72,0.22,62.0,206.5,149.6,0,0.0,0.1,345.0,0.142,62.0,54.98,Spaceport / Landing Pad
SP_GRID_012_042,-42.42,-212.12,-82.8607,-101.3099,1569.1,0.5,0.39,61.8,206.4,149.5,0,0.0,0.15,344.4,0.144,61.7,55.0,Spaceport / Landing Pad
SP_GRID_012_043,-36.77,-212.12,-82.8949,-99.8336,1512.1,0.5,0.18,61.3,206.0,149.0,0,0.0,0.26,342.7,0.151,61.2,54.86,Spaceport / Landing Pad
SP_GRID_012_044,-31.11,-212.12,-82.9244,-98.3439,1430.3,0.67,0.32,60.5,205.4,148.4,0,0.0,0.16,340.2,0.161,60.4,54.6,Spaceport / Landing Pad
SP_GRID_012_045,-25.45,-212.12,-82.9491,-96.8428,1330.1,0.62,0.41,59.6,204.7,147.7,0,0.0,0.15,337.4,0.172,59.4,54.38,Spaceport / Landing Pad
SP_GRID_012_046,-19.8,-212.12,-82.9689,-95.3322,1219.5,1.24,0.33,58.2,203.7,146.6,0,0.0,0.11,333.7,0.187,58.4,53.81,Spaceport / Landing Pad
SP_GRID_012_047,-14.14,-212.12,-82.9838,-93.8141,1107.3,0.93,0.39,57.4,203.0,145.9,0,0.0,0.23,330.7,0.199,57.3,53.71,Spaceport / Landing Pad
SP_GRID_012_048,-8.48,-212.12,-82.9937,-92.2906,1002.5,1.24,0.43,56.2,202.2,145.0,0,0.0,0.29,327.4,0.213,56.3,53.29,Spaceport / Landing Pad
SP_GRID_012_049,-2.83,-212.12,-82.9987,-90.7639,913.4,0.5,0.36,55.8,201.8,144.6,0,0.0,0.19,325.5,0.221,55.4,53.42,Spaceport / Landing Pad
SP_GRID_012_050,2.83,-212.12,-82.9987,-89.2361,847.0,0.86,0.44,55.0,201.2,144.0,0,0.0,0.08,323.3,0.23,54.8,53.12,Spaceport / Landing Pad
SP_GRID_012_051,8.48,-212.12,-82.9937,-87.7094,808.7,0.78,0.29,54.7,201.0,143.7,0,0.0,0.3,322.2,0.234,54.4,53.07,Spaceport / Landing Pad
SP_GRID_012_052,14.14,-212.12,-82.9838,-86.1859,801.5,0.5,0.19,54.7,201.0,143.8,0,0.0,0.07,322.3,0.234,54.4,53.16,Spaceport / Landing Pad
SP_GRID_012_053,19.8,-212.12,-82.9689,-84.6678,826.0,0.56,0.15,54.9,201.2,143.9,0,0.0,0.19,322.9,0.231,54.6,53.19,Spaceport / Landing Pad
SP_GRID_012_054,25.45,-212.12,-82.9491,-83.1572,880.2,1.17,0.26,55.1,201.3,144.1,0,0.0,0.13,324.0,0.227,55.1,53.04,Spaceport / Landing Pad
SP_GRID_012_055,31.11,-212.12,-82.9244,-81.6561,959.9,0.5,0.18,56.2,202.1,145.0,0,0.0,0.33,326.8,0.215,55.9,53.54,Spaceport / Landing Pad
SP_GRID_012_056,36.77,-212.12,-82.8949,-80.1664,1058.7,1.73,0.39,56.5,202.4,145.2,0,0.0,0.27,328.7,0.208,56.8,53.1,Spaceport / Landing Pad
SP_GRID_012_057,42.42,-212.12,-82.8607,-78.6901,1168.8,1.3,0.25,57.7,203.3,146.2,0,0.0,0.22,332.2,0.194,57.9,53.66,Spaceport / Landing Pad
SP_GRID_012_058,48.08,-212.12,-82.8217,-77.2288,1281.4,0.83,0.17,59.0,204.3,147.2,0,0.0,0.25,335.8,0.179,59.0,54.18,Spaceport / Landing Pad
SP_GRID_012_059,53.74,-212.12,-82.7781,-75.7841,1387.6,0.99,0.18,59.9,204.9,147.9,0,0.0,0.21,338.8,0.167,60.0,54.35,Spaceport / Landing Pad
SP_GRID_012_060,59.39,-212.12,-82.7301,-74.3578,1479.0,1.1,0.43,60.7,205.5,148.6,0,0.0,0.09,341.3,0.157,60.9,54.51,Spaceport / Landing Pad
SP_GRID_012_061,65.05,-212.12,-82.6775,-72.951,1548.3,0.82,0.33,61.5,206.1,149.2,0,0.0,0.26,343.5,0.148,61.5,54.82,Spaceport / Landing Pad
SP_GRID_012_062,70.71,-212.12,-82.6206,-71.5651,1589.9,1.06,0.28,61.8,206.3,149.4,0,0.0,0.2,344.5,0.144,61.9,54.8,Spaceport / Landing Pad
SP_GRID_012_063,76.36,-212.12,-82.5595,-70.2011,1600.7,0.68,0.42,62.0,206.5,149.6,0,0.0,0.24,345.1,0.141,62.0,55.0,Spaceport / Landing Pad
SP_GRID_012_064,82.02,-212.12,-82.4942,-68.8602,1579.7,1.4,0.22,61.5,206.1,149.2,0,0.0,0.06,344.0,0.146,61.8,54.58,Spaceport / Landing Pad
SP_GRID_012_065,87.68,-212.12,-82.4249,-67.5431,1528.6,1.04,0.47,61.2,205.9,149.0,0,0.0,0.09,342.8,0.151,61.3,54.67,Spaceport / Landing Pad
SP_GRID_012_066,93.33,-212.12,-82.3516,-66.2505,1451.4,1.78,0.41,60.1,205.1,148.1,0,0.0,0.23,339.9,0.162,60.6,54.0,Spaceport / Landing Pad
SP_GRID_012_067,98.99,-212.12,-82.2745,-64.9831,1354.4,1.6,0.27,59.3,204.5,147.5,0,0.0,0.19,337.3,0.173,59.7,53.9,Spaceport / Landing Pad
SP_GRID_012_068,104.65,-212.12,-82.1937,-63.7413,1245.1,1.7,0.42,58.3,203.7,146.6,0,0.0,0.12,334.1,0.186,58.6,53.57,Spaceport / Landing Pad
SP_GRID_012_069,110.3,-212.12,-82.1094,-62.5256,1132.3,2.4,0.5,56.9,202.7,145.5,0,0.0,0.12,330.2,0.201,57.5,52.72,Spaceport / Landing Pad
SP_GRID_012_070,115.96,-212.12,-82.0215,-61.336,1024.9,2.13,0.38,56.0,202.0,144.8,0,0.0,0.24,327.4,0.213,56.5,52.7,Spaceport / Landing Pad
SP_GRID_012_071,121.62,-212.12,-81.9303,-60.1729,931.5,1.63,0.47,55.4,201.5,144.3,0,0.0,0.07,325.1,0.222,55.6,52.87,Spaceport / Landing Pad
SP_GRID_012_072,127.27,-212.12,-81.8359,-59.0362,859.4,0.55,0.18,55.2,201.4,144.2,0,0.0,0.18,323.9,0.227,54.9,53.28,Spaceport / Landing Pad
SP_GRID_012_073,132.93,-212.12,-81.7383,-57.926,814.4,0.5,0.22,54.8,201.1,143.9,0,0.0,0.21,322.6,0.232,54.5,53.19,Spaceport / Landing Pad
SP_GRID_012_074,138.59,-212.12,-81.6376,-56.8421,800.1,0.54,0.17,54.7,201.0,143.8,0,0.0,0.14,322.2,0.234,54.4,53.14,Spaceport / Landing Pad
SP_GRID_012_075,144.24,-212.12,-81.5341,-55.7843,817.6,0.53,0.2,54.9,201.1,143.9,0,0.0,0.3,322.7,0.232,54.5,53.19,Spaceport / Landing Pad
SP_GRID_012_076,149.9,-212.12,-81.4277,-54.7524,865.4,1.85,0.3,54.7,201.0,143.7,0,0.0,0.07,323.0,0.231,55.0,52.54,Spaceport / Landing Pad
SP_GRID_012_077,155.56,-212.12,-81.3186,-53.7462,939.8,1.48,0.48,55.5,201.7,144.4,0,0.0,0.31,325.4,0.221,55.7,52.99,Spaceport / Landing Pad
SP_GRID_012_078,161.21,-212.12,-81.2069,-52.7652,1034.9,1.7,0.24,56.3,202.2,145.0,0,0.0,0.27,328.0,0.211,56.6,53.06,Spaceport / Landing Pad
SP_GRID_012_079,166.87,-212.12,-81.0927,-51.8091,1143.0,1.7,0.35,57.3,203.0,145.8,0,0.0,0.18,331.1,0.198,57.6,53.32,Spaceport / Landing Pad
SP_GRID_012_080,172.53,-212.12,-80.9761,-50.8774,1255.7,1.96,0.4,58.2,203.7,146.6,0,0.0,0.33,334.1,0.186,58.7,53.39,Spaceport / Landing Pad
SP_GRID_012_081,178.18,-212.12,-80.8572,-49.9697,1363.8,1.82,0.5,59.3,204.5,147.4,0,0.0,0.26,337.4,0.173,59.7,53.77,Spaceport / Landing Pad
SP_GRID_012_082,183.84,-212.12,-80.736,-49.0856,1458.9,2.02,0.54,60.1,205.1,148.1,0,0.0,0.33,340.0,0.162,60.7,53.83,Spaceport / Landing Pad
SP_GRID_012_083,189.49,-212.12,-80.6127,-48.2245,1533.4,1.9,0.46,60.8,205.6,148.7,0,0.0,0.19,342.2,0.153,61.4,54.11,Spaceport / Landing Pad
SP_GRID_012_084,195.15,-212.12,-80.4873,-47.3859,1581.3,0.94,0.46,61.7,206.3,149.4,0,0.0,0.19,344.4,0.144,61.8,54.84,Spaceport / Landing Pad
SP_GRID_012_085,200.81,-212.12,-80.3599,-46.5694,1598.9,0.5,0.37,62.1,206.6,149.7,0,0.0,0.21,345.2,0.141,62.0,55.07,Spaceport / Landing Pad
SP_GRID_012_086,206.46,-212.12,-80.2306,-45.7742,1584.6,0.5,0.42,62.0,206.5,149.6,0,0.0,0.07,344.8,0.142,61.9,55.03,Spaceport / Landing Pad
SP_GRID_012_087,212.12,-212.12,-80.0995,-45.0,1539.8,1.0,0.38,61.3,206.0,149.1,0,0.0,0.32,343.1,0.149,61.4,54.71,Spaceport / Landing Pad
SP_GRID_012_088,217.78,-212.12,-80.0,-44.2462,1467.9,0.5,0.16,60.9,205.7,148.7,0,0.0,0.25,341.5,0.156,60.7,54.75,Spaceport / Landing Pad
SP_GRID_012_089,223.43,-212.12,-80.0,-43.5121,1374.6,0.5,0.26,60.0,205.0,148.0,0,0.0,0.24,338.8,0.167,59.9,54.53,Spaceport / Landing Pad
SP_GRID_012_090,229.09,-212.12,-80.0,-42.7974,1267.4,1.27,0.38,58.7,204.0,146.9,0,0.0,0.33,335.1,0.182,58.8,53.91,Spaceport / Landing Pad
SP_GRID_012_091,234.75,-212.12,-80.0,-42.1014,1154.7,2.12,0.35,57.2,202.9,145.8,0,0.0,0.35,331.1,0.198,57.7,53.02,Spaceport / Landing Pad
SP_GRID_012_092,240.4,-212.12,-80.0,-41.4237,1045.6,1.04,0.25,56.7,202.5,145.4,0,0.0,0.1,328.9,0.207,56.7,53.51,Spaceport / Landing Pad
SP_GRID_012_093,246.06,-212.12,-80.0,-40.7636,948.7,1.22,0.36,55.7,201.8,144.6,0,0.0,0.27,325.9,0.219,55.8,53.18,Spaceport / Landing Pad
SP_GRID_012_094,251.72,-212.12,-80.0,-40.1207,871.7,0.69,0.43,55.3,201.5,144.2,0,0.0,0.22,324.1,0.226,55.0,53.25,Spaceport / Landing Pad
SP_GRID_012_095,257.37,-212.12,-80.0,-39.4945,820.8,0.5,0.15,54.9,201.2,143.9,0,0.0,0.19,322.8,0.231,54.5,53.2,Spaceport / Landing Pad
SP_GRID_012_096,263.03,-212.12,-80.0,-38.8845,799.9,0.76,0.38,54.6,200.9,143.7,0,0.0,0.34,322.0,0.235,54.3,53.05,Spaceport / Landing Pad
SP_GRID_012_097,268.69,-212.12,-80.0,-38.2902,810.8,0.5,0.35,54.8,201.1,143.8,0,0.0,0.31,322.5,0.233,54.5,53.18,Spaceport / Landing Pad
SP_GRID_012_098,274.34,-212.12,-80.0,-37.711,852.6,0.96,0.46,55.0,201.2,144.0,0,0.0,0.26,323.4,0.229,54.9,53.09,Spaceport / Landing Pad
SP_GRID_012_099,280.0,-212.12,-80.0,-37.1467,922.0,1.13,0.46,55.5,201.7,144.4,0,0.0,0.16,325.2,0.222,55.5,53.16,Spaceport / Landing Pad
SP_GRID_013_000,-280.0,-206.46,-80.0,-143.5959,1299.7,1.3,0.42,59.0,204.2,147.2,0,0.0,0.25,336.0,0.178,59.1,53.97,Spaceport / Landing Pad
SP_GRID_013_001,-274.34,-206.46,-80.0,-143.0357,1175.4,2.06,0.4,57.4,203.1,146.0,0,0.0,0.21,331.8,0.195,57.9,53.12,Spaceport / Landing Pad
SP_GRID_013_002,-268.69,-206.46,-80.0,-142.4606,1052.0,1.61,0.27,56.5,202.4,145.2,0,0.0,0.12,328.6,0.208,56.8,53.17,Spaceport / Landing Pad
SP_GRID_013_003,-263.03,-206.46,-80.0,-141.87,938.4,1.29,0.35,55.6,201.7,144.5,0,0.0,0.19,325.6,0.22,55.7,53.11,Spaceport / Landing Pad
SP_GRID_013_004,-257.37,-206.46,-80.0,-141.2635,842.9,1.62,0.44,54.6,200.9,143.7,0,0.0,0.11,322.5,0.233,54.8,52.66,Spaceport / Landing Pad
SP_GRID_013_005,-251.72,-206.46,-80.0,-140.6405,772.3,0.8,0.42,54.3,200.7,143.4,0,0.0,0.2,321.2,0.238,54.1,52.97,Spaceport / Landing Pad
SP_GRID_013_006,-246.06,-206.46,-80.0,-140.0006,731.8,0.91,0.4,53.9,200.4,143.1,0,0.0,0.27,319.9,0.243,53.7,52.82,Spaceport / Landing Pad
SP_GRID_013_007,-240.4,-206.46,-80.0,-139.3432,723.9,0.69,0.21,53.9,200.4,143.1,0,0.0,0.06,319.9,0.243,53.6,52.9,Spaceport / Landing Pad
SP_GRID_013_008,-234.75,-206.46,-80.0,-138.6678,748.7,1.08,0.36,54.0,200.5,143.2,0,0.0,0.28,320.3,0.242,53.9,52.77,Spaceport / Landing Pad
SP_GRID_013_009,-229.09,-206.46,-80.0,-137.9737,803.8,0.96,0.27,54.5,200.9,143.6,0,0.0,0.06,322.0,0.235,54.4,52.97,Spaceport / Landing Pad
SP_GRID_013_010,-223.43,-206.46,-80.0,-137.2605,884.5,0.93,0.17,55.3,201.5,144.2,0,0.0,0.21,324.3,0.225,55.2,53.18,Spaceport / Landing Pad
SP_GRID_013_011,-217.78,-206.46,-80.096,-136.5275,984.2,1.4,0.26,56.0,202.0,144.8,0,0.0,0.22,326.8,0.215,56.1,53.15,Spaceport / Landing Pad
SP_GRID_013_012,-212.12,-206.46,-80.2306,-135.7742,1094.8,1.69,0.25,56.9,202.7,145.5,0,0.0,0.28,329.7,0.203,57.2,53.22,Spaceport / Landing Pad
SP_GRID_013_013,-206.46,-206.46,-80.3635,-135.0,1207.4,1.34,0.45,58.1,203.6,146.5,0,0.0,0.28,333.3,0.189,58.3,53.73,Spaceport / Landing Pad
SP_GRID_013_014,-200.81,-206.46,-80.4946,-134.2043,1313.2,1.02,0.25,59.2,204.4,147.4,0,0.0,0.18,336.6,0.176,59.3,54.16,Spaceport / Landing Pad
SP_GRID_013_015,-195.15,-206.46,-80.6238,-133.3865,1403.8,0.5,0.22,60.3,205.2,148.2,0,0.0,0.07,339.6,0.163,60.1,54.6,Spaceport / Landing Pad
SP_GRID_013_016,-189.49,-206.46,-80.7511,-132.546,1472.4,0.5,0.42,60.9,205.7,148.8,0,0.0,0.26,341.6,0.155,60.8,54.76,Spaceport / Landing Pad
SP_GRID_013_017,-183.84,-206.46,-80.8763,-131.6822,1513.8,0.59,0.26,61.3,206.0,149.0,0,0.0,0.2,342.7,0.151,61.2,54.83,Spaceport / Landing Pad
SP_GRID_013_018,-178.18,-206.46,-80.9993,-130.7946,1525.2,0.59,0.14,61.4,206.0,149.1,0,0.0,0.15,343.0,0.15,61.3,54.86,Spaceport / Landing Pad
SP_GRID_013_019,-172.53,-206.46,-81.1202,-129.8827,1506.1,0.97,0.25,61.0,205.8,148.8,0,0.0,0.12,342.2,0.153,61.1,54.65,Spaceport / Landing Pad
SP_GRID_013_020,-166.87,-206.46,-81.2387,-128.9458,1458.6,1.29,0.23,60.4,205.3,148.4,0,0.0,0.09,340.6,0.16,60.7,54.36,Spaceport / Landing Pad
SP_GRID_013_021,-161.21,-206.46,-81.3548,-127.9835,1387.2,1.64,0.25,59.6,204.7,147.7,0,0.0,0.14,338.2,0.169,60.0,53.95,Spaceport / Landing Pad
SP_GRID_013_022,-155.56,-206.46,-81.4685,-126.9953,1298.3,1.48,0.23,58.9,204.1,147.1,0,0.0,0.19,335.8,0.179,59.1,53.85,Spaceport / Landing Pad
SP_GRID_013_023,-149.9,-206.46,-81.5795,-125.9807,1199.5,1.68,0.4,57.8,203.4,146.3,0,0.0,0.19,332.8,0.191,58.2,53.47,Spaceport / Landing Pad
