sample_id,latitude_deg,longitude_deg,lend_epithermal_cps,neutron_suppression_index,weh_wt_pct,weh_ppm,water_ice_probability,is_cold_trap
LEND_00934,-88.2832,-39.8197,3.54,0.238,0.85,850,0.274,0
LEND_00935,-87.2769,83.7406,3.57,0.232,0.73,730,0.249,0
LEND_00936,-89.8161,66.5011,4.15,0.107,1.42,1420,0.312,0
LEND_00937,-80.857,-103.6508,3.58,0.231,0.66,660,0.236,0
LEND_00938,-88.8225,-93.9608,4.11,0.116,0.56,560,0.16,0
LEND_00939,-84.2348,-78.7376,4.05,0.128,0.9,900,0.228,0
LEND_00940,-87.2594,-31.9942,3.53,0.241,1.94,1940,0.473,0
LEND_00941,-84.4582,-95.643,3.52,0.244,0.37,370,0.189,0
LEND_00942,-83.4858,-172.9255,3.87,0.167,1.88,1880,0.425,0
LEND_00943,-81.7026,136.5815,4.2,0.097,1.48,1480,0.318,0
LEND_00944,-87.9358,167.6195,4.12,0.115,0.38,380,0.127,0
LEND_00945,-89.89,-57.0347,3.72,0.201,1.44,1440,0.362,0
LEND_00946,-88.6311,-58.1375,3.15,0.322,3.58,3580,0.812,1
LEND_00947,-80.9998,-177.4469,3.77,0.189,1.9,1900,0.44,0
LEND_00948,-81.2611,64.8902,3.0,0.355,5.02,5020,0.98,1
LEND_00949,-84.0259,117.1584,3.74,0.196,0.84,840,0.251,0
LEND_00950,-83.9948,-127.221,3.6,0.225,1.79,1790,0.438,0
LEND_00951,-83.3496,-122.5201,4.02,0.135,0.89,890,0.229,0
LEND_00952,-88.2463,104.43,3.82,0.178,0.86,860,0.246,0
LEND_00953,-80.8559,41.8647,3.55,0.236,0.67,670,0.24,0
LEND_00954,-85.8123,-163.8502,4.05,0.128,1.59,1590,0.353,0
LEND_00955,-86.1686,44.1169,3.91,0.159,0.8,800,0.225,0
LEND_00956,-84.8108,-68.7896,3.84,0.174,1.18,1180,0.301,0
LEND_00957,-89.5303,-47.2589,2.72,0.414,3.85,3850,0.907,1
LEND_00958,-88.3372,97.1033,3.85,0.171,1.8,1800,0.413,0
LEND_00959,-82.6197,111.9367,3.95,0.15,1.93,1930,0.426,0
LEND_00960,-89.172,-35.8716,4.11,0.117,0.61,610,0.169,0
LEND_00961,-83.9685,160.9751,3.93,0.155,1.42,1420,0.336,0
LEND_00962,-87.5465,-33.6734,3.96,0.148,2.04,2040,0.445,0
LEND_00963,-86.107,97.861,3.93,0.155,0.38,380,0.147,0
LEND_00964,-87.1131,-5.8042,3.87,0.167,1.81,1810,0.413,0
LEND_00965,-86.4433,143.1116,3.62,0.221,0.77,770,0.251,0
LEND_00966,-82.8095,146.794,3.73,0.197,1.57,1570,0.384,0
LEND_00967,-87.0288,-148.5299,3.99,0.143,1.66,1660,0.373,0
LEND_00968,-84.336,157.1376,3.8,0.183,2.06,2060,0.466,0
LEND_00969,-85.2395,117.1925,3.78,0.186,1.27,1270,0.324,0
LEND_00970,-83.3633,104.8719,4.03,0.133,1.91,1910,0.414,0
LEND_00971,-80.6317,-107.6719,3.5,0.246,0.39,390,0.194,0
LEND_00972,-82.6743,109.8429,3.98,0.145,1.1,1100,0.273,0
LEND_00973,-87.8506,126.0478,3.84,0.174,1.14,1140,0.294,0
LEND_00974,-89.6882,-75.9059,3.76,0.191,1.32,1320,0.335,0
LEND_00975,-87.3774,162.8136,3.74,0.196,1.21,1210,0.318,0
LEND_00976,-84.0492,-162.0503,3.62,0.221,2.14,2140,0.5,0
LEND_00977,-89.4857,-126.0327,3.73,0.197,0.45,450,0.18,0
LEND_00978,-85.0363,13.5292,3.77,0.188,0.8,800,0.24,0
LEND_00979,-84.0316,27.2853,3.81,0.181,2.14,2140,0.48,0
LEND_00980,-86.6576,52.254,3.97,0.146,1.15,1150,0.282,0
LEND_00981,-82.2909,-173.8911,3.82,0.179,1.39,1390,0.342,0
LEND_00982,-88.934,165.732,4.06,0.127,0.45,450,0.146,0
LEND_00983,-89.2486,-163.9483,3.95,0.151,0.84,840,0.228,0
LEND_00984,-82.7181,-128.4977,3.63,0.219,0.38,380,0.178,0
LEND_00985,-85.0451,-174.9548,3.23,0.306,4.69,4690,0.98,1
LEND_00986,-83.116,24.069,3.56,0.235,1.5,1500,0.39,0
LEND_00987,-85.6517,155.6161,4.16,0.105,1.75,1750,0.371,0
LEND_00988,-87.536,59.741,4.12,0.114,1.95,1950,0.411,0
LEND_00989,-81.809,116.1567,3.56,0.235,0.78,780,0.259,0
LEND_00990,-82.0058,-175.2188,3.9,0.161,0.93,930,0.25,0
LEND_00991,-83.053,15.1255,4.17,0.103,1.38,1380,0.302,0
LEND_00992,-87.2785,-14.5573,4.02,0.135,0.46,460,0.151,0
LEND_00993,-84.0977,-0.3715,3.84,0.173,1.83,1830,0.419,0
LEND_00994,-86.3903,-154.0033,3.67,0.211,1.22,1220,0.327,0
LEND_00995,-89.0842,66.3967,3.7,0.205,2.13,2130,0.49,0
LEND_00996,-80.8269,1.1593,4.02,0.136,0.52,520,0.163,0
LEND_00997,-88.6318,95.4536,4.05,0.13,0.55,550,0.165,0
LEND_00998,-80.4976,-5.2954,3.87,0.168,0.96,960,0.258,0
LEND_00999,-85.5399,-126.2226,3.58,0.229,0.69,690,0.24,0
LEND_01000,-88.1487,53.3725,4.15,0.107,1.62,1620,0.348,0
LEND_01001,-84.581,-117.9409,4.09,0.12,2.1,2100,0.442,0
LEND_01002,-81.2705,134.062,3.6,0.226,0.47,470,0.199,0
LEND_01003,-82.6778,40.7218,3.54,0.239,0.76,760,0.258,0
LEND_01004,-81.9344,-123.4066,3.88,0.167,0.75,750,0.22,0
LEND_01005,-83.4122,166.4417,3.7,0.205,1.27,1270,0.333,0
LEND_01006,-83.0772,6.6116,3.7,0.205,1.16,1160,0.313,0
LEND_01007,-81.508,-153.7566,3.56,0.234,1.68,1680,0.423,0
LEND_01008,-87.5033,45.6598,4.17,0.104,1.69,1690,0.359,0
LEND_01009,-85.1058,-88.8484,4.08,0.122,1.39,1390,0.314,0
LEND_01010,-87.7879,109.3296,3.58,0.23,1.42,1420,0.373,0
LEND_01011,-80.1233,114.4159,4.11,0.115,1.9,1900,0.403,0
LEND_01012,-80.5594,172.421,3.98,0.145,1.05,1050,0.263,0
LEND_01013,-89.6057,0.673,3.73,0.198,0.32,320,0.157,0
LEND_01014,-82.9442,-16.2155,4.11,0.116,0.7,700,0.185,0
LEND_01015,-80.7475,91.2512,3.92,0.157,0.37,370,0.146,0
LEND_01016,-88.1942,-132.3106,4.09,0.12,1.05,1050,0.251,0
LEND_01017,-84.3205,16.8896,3.83,0.177,0.98,980,0.267,0
LEND_01018,-80.8451,16.6491,3.85,0.172,0.49,490,0.175,0
LEND_01019,-89.6605,-147.7897,3.7,0.204,1.73,1730,0.416,0
LEND_01020,-83.0258,-29.5257,3.77,0.189,1.35,1350,0.34,0
LEND_01021,-87.0265,127.1825,3.9,0.162,0.73,730,0.214,0
LEND_01022,-80.756,128.2153,4.16,0.105,1.74,1740,0.369,0
LEND_01023,-80.2894,-144.2744,3.92,0.157,1.57,1570,0.364,0
LEND_01024,-80.5573,-147.3405,3.6,0.225,0.66,660,0.233,0
LEND_01025,-85.2579,-85.4296,3.5,0.246,2.17,2170,0.518,0
LEND_01026,-81.3796,134.9158,4.1,0.119,0.64,640,0.176,0
LEND_01027,-81.5545,-133.5951,3.76,0.192,1.77,1770,0.418,0
LEND_01028,-86.809,79.1988,3.72,0.2,2.14,2140,0.489,0
LEND_01029,-81.7108,-143.5804,4.06,0.127,1.68,1680,0.369,0
LEND_01030,-89.6299,44.3296,4.16,0.105,1.56,1560,0.336,0
LEND_01031,-84.0373,-51.8158,4.02,0.135,2.02,2020,0.435,0
LEND_01032,-87.6999,104.009,3.62,0.221,0.81,810,0.258,0
LEND_01033,-88.7943,-95.8714,3.77,0.188,0.83,830,0.245,0
LEND_01034,-89.2305,50.1127,4.03,0.133,1.52,1520,0.343,0
LEND_01035,-83.0371,-95.1543,4.13,0.111,1.98,1980,0.415,0
LEND_01036,-86.6013,76.9177,4.2,0.097,1.47,1470,0.316,0
LEND_01037,-82.7523,134.5241,3.86,0.17,2.16,2160,0.478,0
LEND_01038,-89.3464,-134.3514,4.08,0.123,0.72,720,0.193,0
LEND_01039,-86.8471,131.9744,3.53,0.24,1.87,1870,0.46,0
LEND_01040,-84.6051,33.6871,3.7,0.204,2.06,2060,0.477,0
LEND_01041,-82.0928,-134.2402,3.76,0.191,1.11,1110,0.298,0
LEND_01042,-86.8125,-26.0849,4.18,0.1,2.13,2130,0.438,0
LEND_01043,-83.7411,-122.0903,2.98,0.36,5.48,5480,0.98,1
LEND_01044,-81.1402,72.1252,3.72,0.201,2.11,2110,0.484,0
LEND_01045,-83.8414,93.1925,4.15,0.107,2.02,2020,0.421,0
LEND_01046,-87.6704,-141.9133,3.71,0.201,0.43,430,0.179,0
LEND_01047,-89.756,2.2103,3.66,0.213,1.29,1290,0.341,0
LEND_01048,-81.299,113.265,4.01,0.137,1.3,1300,0.305,0
LEND_01049,-89.7873,157.0187,4.02,0.135,0.41,410,0.142,0
LEND_01050,-81.253,4.8664,3.83,0.176,0.38,380,0.157,0
LEND_01051,-84.7106,162.1005,4.16,0.105,0.31,310,0.109,0
LEND_01052,-80.6093,12.848,3.64,0.217,1.3,1300,0.345,0
LEND_01053,-82.0122,-38.0914,4.14,0.11,1.18,1180,0.269,0
LEND_01054,-80.0207,125.3531,4.03,0.134,2.09,2090,0.447,0
LEND_01055,-86.4929,-2.5262,3.76,0.192,0.95,950,0.269,0
LEND_01056,-82.3281,-10.1151,4.06,0.126,1.55,1550,0.345,0
LEND_01057,-85.9807,-3.4875,3.59,0.227,0.31,310,0.17,0
LEND_01058,-85.2012,124.8426,3.59,0.228,1.56,1560,0.397,0
LEND_01059,-83.7249,119.499,4.15,0.107,2.04,2040,0.425,0
LEND_01060,-81.2632,-34.7328,3.57,0.233,0.97,970,0.293,0
LEND_01061,-80.1592,-60.0121,3.5,0.247,0.9,900,0.287,0
LEND_01062,-82.3173,-2.9059,3.77,0.189,1.49,1490,0.365,0
LEND_01063,-85.8223,26.1981,3.57,0.232,0.92,920,0.283,0
LEND_01064,-85.7864,-94.1986,4.1,0.117,1.06,1060,0.251,0
LEND_01065,-82.6242,105.8238,4.15,0.108,0.82,820,0.203,0
LEND_01066,-87.6122,-4.8662,3.84,0.175,0.96,960,0.262,0
LEND_01067,-88.8953,-59.7436,3.8,0.183,1.59,1590,0.381,0
LEND_01068,-86.4538,-141.5444,3.88,0.166,2.05,2050,0.456,0
LEND_01069,-87.1276,-94.0157,3.66,0.213,1.41,1410,0.363,0
LEND_01070,-87.0369,161.7412,3.71,0.202,0.32,320,0.159,0
LEND_01071,-87.6639,-70.1641,3.57,0.232,0.8,800,0.262,0
LEND_01072,-89.5791,-119.2107,3.81,0.18,2.11,2110,0.474,0
LEND_01073,-89.8213,-14.1578,3.93,0.155,2.03,2030,0.447,0
LEND_01074,-80.1228,-69.4484,4.15,0.107,0.52,520,0.148,0
LEND_01075,-85.7223,-167.3427,4.02,0.136,2.03,2030,0.437,0
LEND_01076,-86.1567,-63.6677,4.01,0.138,2.13,2130,0.457,0
LEND_01077,-83.2035,15.8791,3.72,0.201,0.92,920,0.268,0
LEND_01078,-87.8175,18.6165,4.12,0.114,1.63,1630,0.353,0
LEND_01079,-80.5004,-51.6388,4.16,0.105,1.36,1360,0.3,0
LEND_01080,-82.1365,-18.971,4.15,0.107,0.94,940,0.224,0
LEND_01081,-89.1059,167.5865,3.53,0.241,0.59,590,0.228,0
LEND_01082,-85.8242,-44.1545,3.92,0.156,1.0,1000,0.26,0
LEND_01083,-81.2088,-87.0383,3.95,0.15,2.06,2060,0.45,0
LEND_01084,-80.5527,-92.3519,3.71,0.203,1.84,1840,0.436,0
LEND_01085,-85.326,-15.2047,4.19,0.098,0.93,930,0.218,0
LEND_01086,-83.8659,93.4273,3.7,0.203,1.34,1340,0.345,0
LEND_01087,-88.3297,-105.8443,3.65,0.215,1.07,1070,0.302,0
LEND_01088,-80.0883,75.3466,3.84,0.174,1.19,1190,0.304,0
LEND_01089,-87.6833,-172.3861,3.73,0.199,1.75,1750,0.418,0
LEND_01090,-80.5727,-29.1841,4.15,0.108,1.33,1330,0.296,0
LEND_01091,-83.5035,99.3114,3.81,0.181,0.64,640,0.207,0
LEND_01092,-83.9226,-58.0561,2.91,0.374,4.55,4550,0.98,1
LEND_01093,-84.8731,22.9454,3.94,0.153,1.38,1380,0.327,0
LEND_01094,-87.6933,-106.2075,3.56,0.235,1.62,1620,0.412,0
LEND_01095,-88.2347,87.1183,4.03,0.133,1.27,1270,0.298,0
LEND_01096,-87.7951,-161.1795,4.04,0.132,1.48,1480,0.335,0
LEND_01097,-88.1356,126.9154,3.83,0.176,1.8,1800,0.415,0
LEND_01098,-82.2042,-108.6493,4.17,0.103,1.34,1340,0.295,0
LEND_01099,-86.4987,134.7833,3.91,0.16,2.16,2160,0.473,0
LEND_01100,-89.4216,-53.0895,3.99,0.143,0.75,750,0.208,0
LEND_01101,-80.309,80.1661,4.15,0.108,2.05,2050,0.427,0
LEND_01102,-81.1621,-65.0789,3.97,0.147,0.77,770,0.214,0
LEND_01103,-80.7225,146.1282,3.8,0.182,1.31,1310,0.329,0
LEND_01104,-80.0509,-134.4106,3.52,0.244,1.17,1170,0.335,0
LEND_01105,-88.261,-115.7329,4.01,0.138,1.01,1010,0.252,0
LEND_01106,-86.0376,-2.5092,4.18,0.102,2.13,2130,0.438,0
LEND_01107,-82.4176,-150.5022,3.83,0.177,0.82,820,0.237,0
LEND_01108,-83.0398,-109.4471,3.74,0.196,1.58,1580,0.385,0
LEND_01109,-88.461,159.7559,3.86,0.169,1.83,1830,0.417,0
LEND_01110,-81.8417,171.5363,4.01,0.138,0.67,670,0.191,0
LEND_01111,-87.7556,-44.5466,3.5,0.247,2.15,2150,0.515,0
LEND_01112,-87.7618,152.383,4.12,0.114,1.34,1340,0.301,0
LEND_01113,-84.6303,16.1369,4.12,0.114,2.04,2040,0.428,0
LEND_01114,-84.0706,-82.8927,3.88,0.166,1.56,1560,0.367,0
LEND_01115,-84.1991,72.8635,3.59,0.229,1.53,1530,0.393,0
LEND_01116,-89.0851,57.2047,3.97,0.146,0.96,960,0.248,0
LEND_01117,-81.2254,176.0851,3.6,0.227,1.76,1760,0.433,0
LEND_01118,-87.344,-84.583,3.86,0.171,0.36,360,0.151,0
LEND_01119,-88.7049,61.9414,3.57,0.233,1.36,1360,0.364,0
LEND_01120,-81.1125,-161.2714,3.91,0.159,0.36,360,0.145,0
LEND_01121,-80.4435,-139.0874,3.72,0.199,0.88,880,0.26,0
LEND_01122,-81.3787,-178.5894,4.08,0.122,0.48,480,0.148,0
LEND_01123,-81.9048,179.8058,4.06,0.127,2.03,2030,0.433,0
LEND_01124,-83.4476,108.8185,4.2,0.097,1.49,1490,0.319,0
LEND_01125,-84.4914,103.2203,3.68,0.209,1.57,1570,0.39,0
LEND_01126,-89.1301,3.5014,3.54,0.238,1.92,1920,0.468,0
LEND_01127,-85.9155,-71.9759,3.81,0.181,1.69,1690,0.398,0
LEND_01128,-86.2731,-125.5449,3.56,0.235,0.54,540,0.216,0
LEND_01129,-87.4025,-77.5171,3.62,0.22,1.47,1470,0.377,0
LEND_01130,-82.7658,-44.6504,3.92,0.157,2.16,2160,0.471,0
LEND_01131,-85.0412,92.2716,3.91,0.158,0.71,710,0.208,0
LEND_01132,-89.1895,14.2782,3.53,0.241,1.48,1480,0.389,0
LEND_01133,-87.7982,-152.1059,3.81,0.181,1.37,1370,0.339,0
LEND_01134,-83.1674,-173.5096,3.87,0.167,1.04,1040,0.273,0
LEND_01135,-89.2387,-143.1604,3.69,0.207,2.11,2110,0.487,0
LEND_01136,-81.4879,-32.2205,4.11,0.116,0.98,980,0.236,0
LEND_01137,-85.0485,155.9495,3.61,0.223,0.48,480,0.199,0
LEND_01138,-85.1941,49.4649,3.68,0.209,2.13,2130,0.492,0
LEND_01139,-84.0759,108.6573,3.61,0.224,1.69,1690,0.419,0
LEND_01140,-81.7532,-12.1051,3.58,0.23,0.95,950,0.288,0
LEND_01141,-86.5219,-49.8002,2.88,0.381,3.93,3930,0.905,1
LEND_01142,-83.2198,-140.9759,3.69,0.205,2.06,2060,0.477,0
LEND_01143,-84.3427,135.3359,3.12,0.33,5.42,5420,0.98,1
LEND_01144,-87.3297,101.9376,3.8,0.183,1.32,1320,0.331,0
LEND_01145,-81.2137,-119.4775,3.95,0.152,0.71,710,0.205,0
LEND_01146,-82.0257,4.4138,4.15,0.108,2.19,2190,0.452,0
LEND_01147,-83.4155,-4.5451,4.09,0.12,1.76,1760,0.38,0
LEND_01148,-81.4942,45.033,3.55,0.237,1.38,1380,0.369,0
LEND_01149,-81.3271,160.6273,3.24,0.304,4.0,4000,0.879,1
LEND_01150,-82.9164,28.7177,3.82,0.179,2.04,2040,0.461,0
LEND_01151,-81.6299,14.4782,3.75,0.195,2.13,2130,0.485,0
LEND_01152,-83.0253,-161.8837,3.97,0.146,1.79,1790,0.399,0
LEND_01153,-83.1986,-157.3533,4.17,0.104,1.91,1910,0.399,0
LEND_01154,-83.8139,-112.5552,3.57,0.233,1.06,1060,0.309,0
LEND_01155,-82.4728,-168.3105,3.14,0.324,3.58,3580,0.813,1
LEND_01156,-88.4139,87.607,3.64,0.217,1.84,1840,0.443,0
LEND_01157,-81.1913,80.3989,3.77,0.19,1.74,1740,0.411,0
LEND_01158,-81.2816,-131.0198,4.11,0.116,2.01,2010,0.423,0
LEND_01159,-89.7075,120.9884,3.88,0.165,0.55,550,0.183,0
LEND_01160,-81.7418,-124.277,3.55,0.237,1.61,1610,0.411,0
LEND_01161,-88.7113,-71.5768,3.86,0.171,1.53,1530,0.364,0
LEND_01162,-86.6488,-90.3683,4.05,0.128,1.82,1820,0.395,0
LEND_01163,-82.5649,-45.9694,3.87,0.168,0.35,350,0.147,0
LEND_01164,-88.3924,-88.321,3.62,0.222,1.87,1870,0.451,0
LEND_01165,-81.8203,-3.9777,3.81,0.18,0.92,920,0.257,0
LEND_01166,-81.6787,-33.3332,4.15,0.108,1.61,1610,0.347,0
LEND_01167,-84.9253,175.165,3.96,0.148,1.47,1470,0.341,0
LEND_01168,-89.9361,-159.8665,4.01,0.137,1.14,1140,0.276,0
LEND_01169,-87.1296,-128.8147,4.05,0.129,1.72,1720,0.377,0
LEND_01170,-83.8307,-160.9827,3.56,0.234,2.13,2130,0.504,0
LEND_01171,-80.1881,45.3028,3.91,0.16,0.91,910,0.245,0
LEND_01172,-83.6819,-160.3767,3.76,0.191,1.72,1720,0.408,0
LEND_01173,-87.402,121.1183,3.6,0.226,0.9,900,0.277,0
LEND_01174,-83.6599,4.2979,3.64,0.217,1.91,1910,0.456,0
LEND_01175,-84.6001,9.7227,4.05,0.13,1.13,1130,0.27,0
LEND_01176,-82.2015,22.174,3.61,0.223,1.15,1150,0.321,0
LEND_01177,-88.9302,-118.5071,3.72,0.2,1.77,1770,0.422,0
LEND_01178,-82.3897,-108.8315,3.7,0.204,1.24,1240,0.328,0
LEND_01179,-84.5873,-65.2258,3.53,0.24,0.81,810,0.267,0
LEND_01180,-80.3701,33.6587,3.82,0.178,2.19,2190,0.487,0
LEND_01181,-86.5813,-104.3576,4.04,0.132,1.48,1480,0.335,0
LEND_01182,-83.6738,-138.1206,3.52,0.244,1.53,1530,0.4,0
LEND_01183,-80.6797,169.2421,3.58,0.23,1.53,1530,0.393,0
LEND_01184,-88.9749,-172.0865,4.0,0.139,1.98,1980,0.429,0
LEND_01185,-80.6277,108.9711,3.92,0.158,0.65,650,0.197,0
LEND_01186,-83.1211,103.6927,4.0,0.14,0.41,410,0.144,0
LEND_01187,-89.3216,-73.0029,3.66,0.213,1.03,1030,0.294,0
LEND_01188,-86.9904,-131.1744,4.06,0.126,1.37,1370,0.312,0
LEND_01189,-82.9183,-127.5737,3.84,0.175,0.84,840,0.24,0
LEND_01190,-89.3265,71.0754,3.93,0.155,1.61,1610,0.37,0
LEND_01191,-84.1783,51.4104,3.56,0.233,0.44,440,0.197,0
LEND_01192,-86.5412,101.7884,3.64,0.216,1.8,1800,0.435,0
LEND_01193,-83.7908,157.4932,4.04,0.131,1.66,1660,0.367,0
LEND_01194,-89.5426,69.0939,3.66,0.214,0.71,710,0.236,0
LEND_01195,-81.2846,-123.8934,3.56,0.233,0.87,870,0.275,0
LEND_01196,-80.2651,-92.3607,3.92,0.157,1.83,1830,0.411,0
LEND_01197,-80.3112,123.1897,3.88,0.165,1.77,1770,0.404,0
LEND_01198,-82.5035,-104.6498,3.93,0.156,1.85,1850,0.414,0
LEND_01199,-88.6991,-153.892,3.93,0.154,0.91,910,0.243,0
LEND_01200,-82.4174,73.1808,3.85,0.172,2.14,2140,0.475,0
LEND_01201,-89.7541,-35.0905,3.85,0.173,1.66,1660,0.388,0
LEND_01202,-89.7788,151.2144,4.15,0.108,0.42,420,0.13,0
LEND_01203,-86.7639,54.0918,3.87,0.167,1.21,1210,0.303,0
LEND_01204,-85.1136,-147.4492,3.93,0.154,1.56,1560,0.361,0
LEND_01205,-82.2959,161.2284,3.69,0.207,0.62,620,0.216,0
LEND_01206,-83.167,-86.9194,4.11,0.116,2.01,2010,0.424,0
LEND_01207,-85.541,-58.6035,3.52,0.244,1.73,1730,0.436,0
LEND_01208,-87.2637,-35.1863,3.89,0.163,0.45,450,0.164,0
LEND_01209,-80.0288,-161.5593,3.77,0.19,2.04,2040,0.466,0
LEND_01210,-85.7382,-1.2544,3.92,0.156,1.07,1070,0.273,0
LEND_01211,-85.4861,-135.6053,3.75,0.193,1.16,1160,0.307,0
LEND_01212,-88.3638,-35.6507,4.0,0.139,1.79,1790,0.395,0
LEND_01213,-82.0519,-53.7445,3.51,0.244,1.52,1520,0.398,0
LEND_01214,-83.0632,98.2224,3.78,0.186,1.13,1130,0.299,0
LEND_01215,-87.7923,109.1414,2.76,0.407,5.49,5490,0.98,1
LEND_01216,-89.1762,-124.7714,3.68,0.21,1.28,1280,0.338,0
LEND_01217,-83.195,-48.0416,3.54,0.239,1.4,1400,0.374,0
LEND_01218,-83.4549,-45.5929,3.85,0.173,1.5,1500,0.359,0
LEND_01219,-87.2674,-125.4922,4.18,0.1,1.45,1450,0.314,0
LEND_01220,-80.4914,107.4433,3.54,0.238,1.47,1470,0.386,0
LEND_01221,-88.4894,74.6022,3.55,0.237,1.2,1200,0.337,0
LEND_01222,-85.6767,-111.4626,3.92,0.158,1.37,1370,0.328,0
LEND_01223,-80.5638,-47.9801,3.68,0.21,0.85,850,0.259,0
LEND_01224,-85.8027,-141.9102,3.79,0.186,0.6,600,0.202,0
LEND_01225,-83.6147,46.1544,4.08,0.122,1.45,1450,0.325,0
LEND_01226,-86.0241,-136.3061,3.64,0.217,0.39,390,0.18,0
LEND_01227,-87.2578,174.9363,4.0,0.139,0.42,420,0.146,0
LEND_01228,-80.1602,101.0455,3.85,0.171,0.77,770,0.226,0
LEND_01229,-85.9067,-39.5141,4.13,0.111,0.67,670,0.177,0
LEND_01230,-81.059,28.283,4.18,0.101,1.01,1010,0.234,0
LEND_01231,-87.7005,148.0831,3.84,0.174,1.01,1010,0.271,0
LEND_01232,-87.869,19.4757,2.97,0.362,5.68,5680,0.98,1
LEND_01233,-89.6887,-117.1805,3.08,0.337,4.9,4900,0.98,1
LEND_01234,-83.4833,-43.6668,3.72,0.199,0.31,310,0.156,0
LEND_01235,-86.3147,123.5322,3.66,0.213,0.97,970,0.283,0
LEND_01236,-81.3564,51.9167,4.18,0.102,1.81,1810,0.38,0
LEND_01237,-85.2679,54.2608,3.8,0.182,0.81,810,0.238,0
LEND_01238,-80.3181,132.0557,3.5,0.247,1.52,1520,0.4,0
LEND_01239,-88.1447,141.8303,4.09,0.121,0.49,490,0.15,0
LEND_01240,-81.3138,151.1253,3.92,0.157,0.32,320,0.137,0
LEND_01241,-82.234,-145.8543,3.62,0.222,1.25,1250,0.338,0
LEND_01242,-82.2908,15.8854,3.52,0.243,1.18,1180,0.336,0
LEND_01243,-81.5522,86.5834,3.7,0.203,0.66,660,0.222,0
LEND_01244,-82.3898,92.4937,4.15,0.108,0.84,840,0.207,0
LEND_01245,-83.7378,38.4178,4.15,0.107,0.36,360,0.119,0
LEND_01246,-88.6876,-119.9566,3.72,0.2,1.82,1820,0.431,0
LEND_01247,-89.6747,107.0714,4.09,0.121,0.87,870,0.219,0
LEND_01248,-80.7915,79.2401,3.81,0.181,0.72,720,0.221,0
LEND_01249,-83.8335,-148.9911,3.96,0.149,1.83,1830,0.407,0
LEND_01250,-82.0346,-13.0285,3.73,0.197,0.37,370,0.166,0
LEND_01251,-85.1848,-117.3681,3.86,0.17,0.84,840,0.238,0
LEND_01252,-88.8269,-58.5083,3.71,0.203,0.8,800,0.247,0
LEND_01253,-88.7481,-173.4908,3.54,0.238,0.8,800,0.265,0
LEND_01254,-83.1443,-35.8812,3.6,0.226,0.32,320,0.171,0
LEND_01255,-85.6969,17.9557,3.7,0.204,2.08,2080,0.48,0
LEND_01256,-87.9948,43.0497,4.18,0.1,1.94,1940,0.403,0
LEND_01257,-85.0841,58.8565,2.86,0.384,4.81,4810,0.98,1
LEND_01258,-89.3579,121.0649,4.08,0.123,1.15,1150,0.27,0
LEND_01259,-84.1803,-102.4334,3.66,0.212,1.3,1300,0.343,0
LEND_01260,-87.3101,-136.6265,3.81,0.181,1.21,1210,0.31,0
LEND_01261,-82.0244,126.5534,3.81,0.181,1.78,1780,0.414,0
LEND_01262,-86.8964,-123.6194,3.77,0.189,1.23,1230,0.318,0
LEND_01263,-85.4478,170.9136,3.53,0.241,0.66,660,0.24,0
LEND_01264,-89.8838,123.3138,3.87,0.167,0.52,520,0.178,0
LEND_01265,-89.2755,0.3156,3.55,0.236,2.04,2040,0.489,0
LEND_01266,-86.0751,173.3117,4.06,0.127,0.39,390,0.134,0
LEND_01267,-85.2006,-144.9444,3.98,0.143,2.01,2010,0.437,0
LEND_01268,-83.9998,-70.8963,3.75,0.194,1.61,1610,0.39,0
LEND_01269,-87.0834,49.7608,3.95,0.15,1.07,1070,0.269,0
LEND_01270,-83.0502,-53.9975,3.66,0.212,0.66,660,0.226,0
LEND_01271,-81.3988,154.2141,3.69,0.207,0.89,890,0.266,0
LEND_01272,-82.2015,-156.3746,3.72,0.2,1.31,1310,0.338,0
LEND_01273,-89.6038,17.7883,4.06,0.127,1.55,1550,0.345,0
LEND_01274,-85.1949,32.7119,3.65,0.216,1.61,1610,0.401,0
LEND_01275,-88.9507,54.9821,3.89,0.163,1.15,1150,0.29,0
LEND_01276,-87.5795,-87.9602,3.64,0.217,1.01,1010,0.292,0
LEND_01277,-80.1334,-48.7561,3.7,0.204,1.76,1760,0.422,0
LEND_01278,-88.575,123.725,3.66,0.212,2.06,2060,0.48,0
LEND_01279,-85.0111,-109.8206,2.93,0.371,5.01,5010,0.98,1
LEND_01280,-83.8184,117.6724,3.87,0.168,1.35,1350,0.329,0
LEND_01281,-82.9754,22.556,4.0,0.139,0.45,450,0.151,0
LEND_01282,-84.4035,94.3875,3.65,0.214,0.44,440,0.187,0
LEND_01283,-89.9023,76.8987,3.51,0.246,1.07,1070,0.318,0
LEND_01284,-86.7354,-105.2959,3.98,0.145,1.69,1690,0.38,0
LEND_01285,-84.8229,24.7726,3.58,0.23,1.24,1240,0.34,0
LEND_01286,-89.1213,132.3803,3.67,0.21,1.49,1490,0.376,0
LEND_01287,-86.4937,-24.4382,3.71,0.201,1.9,1900,0.446,0
LEND_01288,-89.668,167.9727,4.02,0.135,0.38,380,0.137,0
LEND_01289,-89.2142,-17.2026,3.94,0.153,2.06,2060,0.451,0
LEND_01290,-86.0308,-128.5972,3.63,0.22,0.93,930,0.279,0
