sample_id,latitude_deg,longitude_deg,diviner_max_temp_k,diviner_min_temp_k,diviner_temp_range_k,psr_cold_trap_flag,ice_stability_depth_cm
DIVINER_01295,-87.9985,137.2502,203.2,147.4,55.9,0,999.0
DIVINER_01296,-88.3252,-53.9329,182.7,141.7,41.0,0,999.0
DIVINER_01297,-88.9543,-150.0272,212.1,180.5,31.6,0,999.0
DIVINER_01298,-83.6357,80.8408,184.4,174.3,10.0,0,999.0
DIVINER_01299,-82.9352,-67.8556,228.1,150.1,78.0,0,999.0
DIVINER_01300,-89.6841,101.8525,221.5,164.1,57.3,0,999.0
DIVINER_01301,-80.6379,-20.6443,201.2,123.3,77.8,0,999.0
DIVINER_01302,-89.4803,-5.304,218.8,164.6,54.2,0,999.0
DIVINER_01303,-84.587,100.0474,194.0,126.8,67.2,0,999.0
DIVINER_01304,-82.9094,-42.3492,195.9,170.0,25.9,0,999.0
DIVINER_01305,-81.2903,-20.4742,198.8,160.2,38.7,0,999.0
DIVINER_01306,-82.8591,-44.5714,227.8,141.0,86.8,0,999.0
DIVINER_01307,-81.9827,-47.7574,192.6,146.0,46.7,0,999.0
DIVINER_01308,-86.6055,9.3408,213.8,126.3,87.5,0,999.0
DIVINER_01309,-81.8517,111.1678,76.3,42.0,34.4,1,0.0
DIVINER_01310,-89.1989,-49.7634,197.1,187.7,9.4,0,999.0
DIVINER_01311,-81.0518,8.7317,194.1,154.0,40.1,0,999.0
DIVINER_01312,-84.5241,61.4618,218.7,153.2,65.5,0,999.0
DIVINER_01313,-81.827,-83.0018,211.6,164.0,47.6,0,999.0
DIVINER_01314,-85.4768,-80.0918,223.3,153.9,69.4,0,999.0
DIVINER_01315,-83.5642,156.0287,193.2,144.9,48.3,0,999.0
DIVINER_01316,-84.736,80.4724,180.5,129.8,50.8,0,999.0
DIVINER_01317,-82.6841,27.7872,220.8,164.1,56.7,0,999.0
DIVINER_01318,-89.1837,53.1792,186.9,172.4,14.5,0,999.0
DIVINER_01319,-89.3965,-169.4522,194.8,184.6,10.2,0,999.0
DIVINER_01320,-87.529,42.5171,198.3,120.2,78.1,0,999.0
DIVINER_01321,-88.4046,3.4232,77.4,63.4,14.0,1,0.0
DIVINER_01322,-81.2822,16.4699,217.6,183.0,34.6,0,999.0
DIVINER_01323,-87.8079,-50.6074,191.1,164.2,26.9,0,999.0
DIVINER_01324,-80.2413,-150.6694,215.9,187.1,28.8,0,999.0
DIVINER_01325,-86.631,-110.3979,222.5,150.2,72.3,0,999.0
DIVINER_01326,-88.1788,162.2681,203.3,149.2,54.2,0,999.0
DIVINER_01327,-82.103,-32.8682,194.8,144.1,50.7,0,999.0
DIVINER_01328,-83.4129,-11.9941,220.7,130.0,90.7,0,999.0
DIVINER_01329,-85.018,-161.0245,216.7,146.5,70.1,0,999.0
DIVINER_01330,-84.4464,-166.4762,184.7,121.0,63.6,0,999.0
DIVINER_01331,-82.808,78.1853,220.0,155.7,64.3,0,999.0
DIVINER_01332,-87.7155,13.7141,209.3,179.3,30.0,0,999.0
DIVINER_01333,-80.0367,3.1342,225.2,142.5,82.7,0,999.0
DIVINER_01334,-80.2521,-92.4752,104.9,56.6,48.3,1,0.0
DIVINER_01335,-83.4967,88.1103,195.5,188.2,7.3,0,999.0
DIVINER_01336,-88.0046,-119.4348,212.6,129.0,83.6,0,999.0
DIVINER_01337,-83.1977,-111.6235,208.9,157.0,51.9,0,999.0
DIVINER_01338,-89.278,-14.1436,203.2,176.6,26.5,0,999.0
DIVINER_01339,-89.6935,-76.9392,224.8,137.7,87.1,0,999.0
DIVINER_01340,-87.4232,-90.9133,213.9,178.9,35.0,0,999.0
DIVINER_01341,-85.3738,52.2856,222.6,159.0,63.6,0,999.0
DIVINER_01342,-81.3173,54.3498,189.2,143.2,46.0,0,999.0
DIVINER_01343,-82.7283,116.8261,223.7,180.6,43.1,0,999.0
DIVINER_01344,-82.5729,-29.6249,60.5,42.3,18.2,1,0.0
DIVINER_01345,-85.7451,-153.6894,182.0,163.1,18.9,0,999.0
DIVINER_01346,-86.5407,-81.4801,194.1,155.3,38.8,0,999.0
DIVINER_01347,-86.2896,172.802,181.5,139.2,42.3,0,999.0
DIVINER_01348,-80.1235,34.6531,207.4,141.3,66.1,0,999.0
DIVINER_01349,-89.5989,75.5054,199.6,126.2,73.4,0,999.0
DIVINER_01350,-81.3297,-177.3512,239.2,137.1,102.2,0,999.0
DIVINER_01351,-84.2132,6.5541,232.1,139.4,92.7,0,999.0
DIVINER_01352,-85.6138,-166.4897,229.5,124.1,105.4,0,999.0
DIVINER_01353,-82.7474,24.9229,210.1,127.7,82.3,0,999.0
DIVINER_01354,-85.1333,151.4775,228.4,138.9,89.5,0,999.0
DIVINER_01355,-81.2658,168.6309,48.7,48.4,0.3,1,0.0
DIVINER_01356,-80.993,14.599,213.6,132.9,80.7,0,999.0
DIVINER_01357,-85.7828,-15.0463,203.6,156.5,47.0,0,999.0
DIVINER_01358,-87.2317,160.2062,190.3,155.6,34.7,0,999.0
DIVINER_01359,-84.0765,62.4995,184.4,178.4,6.0,0,999.0
DIVINER_01360,-80.8764,-156.6363,213.5,162.6,50.9,0,999.0
DIVINER_01361,-87.8934,-12.3388,185.9,184.2,1.7,0,999.0
DIVINER_01362,-83.7703,-93.5118,223.1,164.0,59.1,0,999.0
DIVINER_01363,-83.6844,-10.8704,235.3,121.8,113.5,0,999.0
DIVINER_01364,-82.6689,-16.0324,189.7,146.7,43.0,0,999.0
DIVINER_01365,-88.6843,29.5721,208.3,168.9,39.3,0,999.0
DIVINER_01366,-82.8418,-51.5626,224.3,153.3,71.1,0,999.0
DIVINER_01367,-80.9097,-120.8626,197.2,149.4,47.9,0,999.0
DIVINER_01368,-88.2032,1.339,235.2,167.0,68.2,0,999.0
DIVINER_01369,-87.6246,118.873,233.3,140.0,93.3,0,999.0
DIVINER_01370,-80.286,59.0444,186.2,183.6,2.6,0,999.0
DIVINER_01371,-88.1902,-58.1876,181.6,148.9,32.7,0,999.0
DIVINER_01372,-81.4561,156.7883,238.6,164.2,74.4,0,999.0
DIVINER_01373,-85.0772,148.3947,237.4,188.8,48.6,0,999.0
DIVINER_01374,-87.5277,-104.6346,205.3,175.0,30.4,0,999.0
DIVINER_01375,-81.2925,-165.8097,183.0,157.2,25.8,0,999.0
DIVINER_01376,-85.5469,86.8711,217.1,180.2,37.0,0,999.0
DIVINER_01377,-84.8518,117.9397,197.6,159.2,38.4,0,999.0
DIVINER_01378,-86.4077,168.4312,236.2,150.9,85.3,0,999.0
DIVINER_01379,-84.0705,140.3411,227.7,181.1,46.5,0,999.0
DIVINER_01380,-88.3648,36.1925,219.0,121.9,97.1,0,999.0
DIVINER_01381,-86.0892,10.8188,60.9,35.9,25.0,1,0.0
DIVINER_01382,-80.3059,-169.9772,222.1,144.0,78.1,0,999.0
DIVINER_01383,-87.4187,-91.2037,197.4,170.0,27.4,0,999.0
DIVINER_01384,-83.4326,-14.5387,182.3,120.9,61.4,0,999.0
DIVINER_01385,-86.7481,46.2614,210.5,166.3,44.2,0,999.0
DIVINER_01386,-82.2653,20.6107,209.3,144.2,65.1,0,999.0
DIVINER_01387,-88.6913,87.349,225.8,126.9,98.9,0,999.0
DIVINER_01388,-80.3018,-79.2839,231.9,188.6,43.3,0,999.0
DIVINER_01389,-85.4621,23.3829,201.3,134.9,66.4,0,999.0
DIVINER_01390,-87.6395,-148.2688,95.1,44.9,50.2,1,0.0
DIVINER_01391,-89.265,-31.0804,208.2,134.5,73.7,0,999.0
DIVINER_01392,-88.3024,90.0579,199.5,166.3,33.1,0,999.0
DIVINER_01393,-84.8023,69.6243,224.6,174.8,49.8,0,999.0
DIVINER_01394,-86.63,176.6314,211.3,180.2,31.1,0,999.0
DIVINER_01395,-81.7112,-79.9592,234.8,141.8,93.1,0,999.0
DIVINER_01396,-85.6911,-0.6519,219.0,156.7,62.3,0,999.0
DIVINER_01397,-87.5129,-61.3691,192.7,166.4,26.3,0,999.0
DIVINER_01398,-83.8286,-21.3829,189.9,164.1,25.8,0,999.0
DIVINER_01399,-82.9322,128.502,202.3,170.1,32.2,0,999.0
DIVINER_01400,-88.3296,66.3153,200.8,173.9,26.9,0,999.0
DIVINER_01401,-88.3238,137.6788,204.4,126.8,77.6,0,999.0
DIVINER_01402,-89.6333,-106.736,191.0,131.8,59.2,0,999.0
DIVINER_01403,-82.636,134.41,238.7,171.4,67.3,0,999.0
DIVINER_01404,-83.362,-158.4856,188.7,153.4,35.4,0,999.0
DIVINER_01405,-85.2537,139.8957,219.2,149.9,69.3,0,999.0
DIVINER_01406,-81.5583,-61.5334,180.8,151.9,28.9,0,999.0
DIVINER_01407,-81.9433,-66.7485,204.4,146.0,58.4,0,999.0
DIVINER_01408,-84.1465,4.3519,198.6,161.4,37.2,0,999.0
DIVINER_01409,-81.3173,158.6485,202.9,142.6,60.3,0,999.0
DIVINER_01410,-87.9416,-162.7987,209.9,164.6,45.3,0,999.0
DIVINER_01411,-88.8808,-53.1968,216.0,134.2,81.8,0,999.0
DIVINER_01412,-87.3025,128.3659,215.0,173.0,42.0,0,999.0
DIVINER_01413,-89.4291,-37.4204,217.8,174.7,43.1,0,999.0
DIVINER_01414,-84.6883,-108.3035,230.7,160.5,70.2,0,999.0
DIVINER_01415,-80.6339,-27.0741,233.2,145.9,87.4,0,999.0
DIVINER_01416,-89.6066,-41.2011,224.2,121.0,103.2,0,999.0
DIVINER_01417,-88.7789,149.5498,91.0,59.2,31.8,1,0.0
DIVINER_01418,-85.478,94.2964,237.7,125.6,112.1,0,999.0
DIVINER_01419,-80.6612,1.8416,236.8,120.7,116.1,0,999.0
DIVINER_01420,-86.8384,175.8134,222.7,170.6,52.1,0,999.0
DIVINER_01421,-84.9277,-12.5001,211.0,186.9,24.1,0,999.0
DIVINER_01422,-89.5843,-159.0344,195.0,120.8,74.3,0,999.0
DIVINER_01423,-88.5166,-85.5812,225.4,127.9,97.5,0,999.0
DIVINER_01424,-80.1337,-23.0146,232.7,180.2,52.4,0,999.0
DIVINER_01425,-80.3488,-123.5151,80.6,38.3,42.3,1,0.0
DIVINER_01426,-89.9506,161.1234,217.7,148.3,69.4,0,999.0
DIVINER_01427,-80.4819,96.0656,191.6,189.5,2.1,0,999.0
DIVINER_01428,-83.6088,-83.4166,201.5,160.2,41.3,0,999.0
DIVINER_01429,-81.3208,32.6896,98.8,49.1,49.7,1,0.0
DIVINER_01430,-85.4526,79.7217,181.0,165.7,15.3,0,999.0
DIVINER_01431,-84.844,158.8604,218.5,135.6,82.9,0,999.0
DIVINER_01432,-85.1115,137.3887,66.8,35.9,30.9,1,0.0
DIVINER_01433,-83.3314,5.4692,200.1,135.1,64.9,0,999.0
DIVINER_01434,-88.6035,98.8749,184.6,155.7,28.9,0,999.0
DIVINER_01435,-89.7003,22.3721,229.1,122.2,107.0,0,999.0
DIVINER_01436,-86.9207,18.9734,53.3,42.3,11.0,1,0.0
DIVINER_01437,-82.9532,-138.6929,202.2,146.1,56.2,0,999.0
DIVINER_01438,-87.9815,-134.5904,73.9,38.4,35.5,1,0.0
DIVINER_01439,-83.2657,10.6321,229.0,125.5,103.5,0,999.0
DIVINER_01440,-80.3009,-83.2098,231.7,174.0,57.8,0,999.0
DIVINER_01441,-89.061,-172.4267,211.8,149.4,62.4,0,999.0
DIVINER_01442,-83.274,80.2221,208.6,177.0,31.6,0,999.0
DIVINER_01443,-85.5625,-168.3048,230.9,178.5,52.4,0,999.0
DIVINER_01444,-81.3186,34.2997,78.1,48.6,29.6,1,0.0
DIVINER_01445,-88.2285,14.1098,214.7,149.5,65.2,0,999.0
DIVINER_01446,-83.0737,168.7733,206.0,170.5,35.6,0,999.0
DIVINER_01447,-81.6188,-5.6833,202.4,155.0,47.4,0,999.0
DIVINER_01448,-80.5539,-157.1035,208.8,179.9,29.0,0,999.0
DIVINER_01449,-83.1675,18.6077,201.9,160.0,41.9,0,999.0
DIVINER_01450,-85.0283,122.7946,200.6,164.1,36.5,0,999.0
DIVINER_01451,-83.8215,178.8657,239.6,175.1,64.5,0,999.0
DIVINER_01452,-81.311,-25.0765,200.2,128.6,71.6,0,999.0
DIVINER_01453,-84.2939,-64.6925,195.4,160.9,34.5,0,999.0
DIVINER_01454,-89.6961,146.3952,201.2,126.0,75.3,0,999.0
DIVINER_01455,-80.6905,-111.1528,215.4,138.2,77.2,0,999.0
DIVINER_01456,-83.1047,41.5544,234.7,134.9,99.8,0,999.0
DIVINER_01457,-83.2349,-33.9428,227.3,159.7,67.6,0,999.0
DIVINER_01458,-87.8432,-165.2103,230.5,179.1,51.5,0,999.0
DIVINER_01459,-83.4111,-54.9761,231.5,129.3,102.2,0,999.0
DIVINER_01460,-86.0614,-84.5177,235.2,173.8,61.4,0,999.0
DIVINER_01461,-83.4877,66.9928,194.1,130.0,64.1,0,999.0
DIVINER_01462,-88.9341,161.5646,207.5,133.3,74.2,0,999.0
DIVINER_01463,-83.4215,-83.503,203.1,184.2,18.9,0,999.0
DIVINER_01464,-80.0059,112.1277,202.9,120.7,82.2,0,999.0
DIVINER_01465,-89.5179,-160.0705,219.1,133.8,85.3,0,999.0
DIVINER_01466,-80.2283,13.7236,204.1,135.1,69.0,0,999.0
DIVINER_01467,-85.9309,-154.602,217.0,139.7,77.2,0,999.0
DIVINER_01468,-81.2925,156.2519,202.9,145.4,57.5,0,999.0
DIVINER_01469,-82.1761,95.8865,198.7,127.2,71.4,0,999.0
DIVINER_01470,-84.3298,56.862,201.2,152.8,48.4,0,999.0
DIVINER_01471,-82.6155,116.6027,228.2,148.0,80.3,0,999.0
DIVINER_01472,-81.2148,53.1071,216.1,163.7,52.3,0,999.0
DIVINER_01473,-85.9586,168.82,58.8,34.2,24.6,1,0.0
DIVINER_01474,-86.7297,77.0249,230.0,140.8,89.1,0,999.0
DIVINER_01475,-83.3241,152.8771,209.1,158.3,50.9,0,999.0
DIVINER_01476,-81.9215,6.1675,194.5,146.0,48.5,0,999.0
DIVINER_01477,-82.3771,-137.8568,220.4,122.8,97.6,0,999.0
DIVINER_01478,-82.0219,10.144,223.6,177.5,46.1,0,999.0
DIVINER_01479,-85.6442,-134.3258,207.9,164.4,43.5,0,999.0
DIVINER_01480,-81.8217,33.2977,193.8,120.2,73.6,0,999.0
DIVINER_01481,-88.7979,-6.3025,213.4,137.5,76.0,0,999.0
DIVINER_01482,-84.5551,44.1271,195.2,141.6,53.6,0,999.0
DIVINER_01483,-89.9424,-176.3831,236.4,176.8,59.6,0,999.0
DIVINER_01484,-86.7541,-109.8574,217.7,173.2,44.5,0,999.0
DIVINER_01485,-86.3354,-3.121,197.5,147.7,49.8,0,999.0
DIVINER_01486,-86.0383,162.1813,192.9,131.0,61.9,0,999.0
DIVINER_01487,-83.0453,-41.9007,223.0,147.0,76.0,0,999.0
DIVINER_01488,-86.1144,-27.2261,222.5,176.7,45.8,0,999.0
DIVINER_01489,-85.5131,77.2906,215.8,151.7,64.2,0,999.0
DIVINER_01490,-87.6246,37.3654,216.9,128.1,88.7,0,999.0
DIVINER_01491,-86.2675,-72.3866,216.2,122.7,93.5,0,999.0
DIVINER_01492,-87.7273,-32.1061,201.6,143.3,58.3,0,999.0
DIVINER_01493,-89.268,-101.6281,236.2,130.4,105.9,0,999.0
DIVINER_01494,-83.9655,167.7677,208.8,172.2,36.6,0,999.0
DIVINER_01495,-83.3179,-132.9716,181.2,139.5,41.7,0,999.0
DIVINER_01496,-83.8051,-46.1388,200.9,181.4,19.5,0,999.0
DIVINER_01497,-85.3651,-170.698,187.8,163.2,24.6,0,999.0
DIVINER_01498,-86.2021,-100.1594,201.8,147.6,54.2,0,999.0
DIVINER_01499,-81.3667,100.9696,216.5,162.7,53.8,0,999.0
DIVINER_01500,-84.8092,-107.5769,181.4,140.7,40.7,0,999.0
DIVINER_01501,-85.2082,-151.1772,232.2,129.9,102.3,0,999.0
DIVINER_01502,-89.7436,-9.1969,216.6,187.5,29.1,0,999.0
DIVINER_01503,-86.5875,-176.4111,197.7,159.4,38.3,0,999.0
DIVINER_01504,-86.198,-149.4842,198.7,120.5,78.2,0,999.0
DIVINER_01505,-86.0118,110.7453,63.9,28.1,35.7,1,0.0
DIVINER_01506,-84.1983,97.7304,194.9,131.2,63.7,0,999.0
DIVINER_01507,-84.664,149.45,180.3,138.1,42.2,0,999.0
DIVINER_01508,-83.9209,127.6256,181.6,123.9,57.7,0,999.0
DIVINER_01509,-82.3512,65.9432,201.5,137.2,64.3,0,999.0
DIVINER_01510,-81.8701,-161.1602,187.5,167.8,19.6,0,999.0
DIVINER_01511,-82.8188,101.8255,181.3,177.4,3.9,0,999.0
DIVINER_01512,-80.4448,124.3839,231.6,144.3,87.2,0,999.0
DIVINER_01513,-89.8177,107.6696,196.4,156.6,39.9,0,999.0
DIVINER_01514,-88.0422,3.0525,210.2,122.9,87.3,0,999.0
DIVINER_01515,-89.9244,-96.1553,190.8,126.4,64.4,0,999.0
DIVINER_01516,-83.5253,124.3188,182.8,158.6,24.2,0,999.0
DIVINER_01517,-81.0197,81.7786,224.7,178.8,45.9,0,999.0
DIVINER_01518,-87.5652,173.074,187.5,126.2,61.3,0,999.0
DIVINER_01519,-80.7297,-123.9507,181.5,149.3,32.2,0,999.0
DIVINER_01520,-89.3973,-98.7608,215.2,187.9,27.3,0,999.0
DIVINER_01521,-80.6556,-103.7527,180.8,171.7,9.1,0,999.0
DIVINER_01522,-86.4838,105.3143,206.2,133.8,72.3,0,999.0
DIVINER_01523,-88.9858,-112.7134,197.3,140.0,57.4,0,999.0
DIVINER_01524,-85.1413,-156.0025,72.1,26.1,46.0,1,0.0
DIVINER_01525,-87.4322,179.4819,180.2,135.5,44.8,0,999.0
DIVINER_01526,-87.1513,-171.0658,237.9,150.9,87.0,0,999.0
DIVINER_01527,-86.9271,120.6879,211.0,144.9,66.1,0,999.0
DIVINER_01528,-81.9697,-48.4679,214.4,154.3,60.0,0,999.0
DIVINER_01529,-84.6084,122.9816,220.0,136.6,83.4,0,999.0
DIVINER_01530,-86.8869,19.6634,227.9,166.8,61.1,0,999.0
DIVINER_01531,-83.8967,144.5872,216.5,136.4,80.1,0,999.0
DIVINER_01532,-82.8385,153.4295,225.7,162.1,63.6,0,999.0
DIVINER_01533,-87.2738,-176.7247,206.9,145.0,61.9,0,999.0
DIVINER_01534,-85.8645,-152.8516,202.3,137.6,64.7,0,999.0
DIVINER_01535,-88.7811,-89.8709,229.4,168.7,60.7,0,999.0
DIVINER_01536,-88.1885,60.9535,231.9,187.6,44.4,0,999.0
DIVINER_01537,-83.1888,139.778,188.3,180.9,7.4,0,999.0
DIVINER_01538,-88.1856,-14.4209,212.6,126.1,86.5,0,999.0
DIVINER_01539,-84.7484,38.5103,81.0,50.5,30.5,1,0.0
DIVINER_01540,-82.9095,-112.1401,185.0,168.6,16.4,0,999.0
DIVINER_01541,-88.9312,109.7881,235.8,159.4,76.4,0,999.0
DIVINER_01542,-84.3269,168.2381,211.2,170.8,40.4,0,999.0
DIVINER_01543,-87.4344,-83.3044,218.7,188.3,30.5,0,999.0
DIVINER_01544,-80.3707,-1.8627,190.7,144.0,46.7,0,999.0
DIVINER_01545,-85.1645,-148.9982,195.9,174.0,21.9,0,999.0
DIVINER_01546,-81.9401,21.2892,187.3,126.6,60.7,0,999.0
DIVINER_01547,-84.4977,1.002,195.8,180.9,15.0,0,999.0
DIVINER_01548,-89.5659,-128.0029,209.5,174.5,35.1,0,999.0
DIVINER_01549,-83.6685,-20.8562,230.0,156.5,73.6,0,999.0
DIVINER_01550,-80.486,-59.7223,212.0,177.5,34.6,0,999.0
DIVINER_01551,-83.9839,7.8591,194.7,166.7,28.0,0,999.0
DIVINER_01552,-81.8081,30.8356,182.7,158.7,24.0,0,999.0
DIVINER_01553,-81.1579,-176.9416,217.3,186.2,31.1,0,999.0
DIVINER_01554,-87.7192,93.9622,205.2,129.1,76.1,0,999.0
DIVINER_01555,-87.8796,76.6851,239.1,189.5,49.6,0,999.0
DIVINER_01556,-83.8902,-48.1369,226.8,130.8,96.0,0,999.0
DIVINER_01557,-85.8897,-160.9431,228.5,153.6,74.9,0,999.0
DIVINER_01558,-81.6014,91.7757,180.7,136.2,44.5,0,999.0
DIVINER_01559,-80.9998,163.8631,226.7,139.0,87.6,0,999.0
DIVINER_01560,-86.4658,-93.5454,191.7,164.2,27.4,0,999.0
DIVINER_01561,-87.6313,-63.5311,215.1,122.4,92.7,0,999.0
DIVINER_01562,-82.1947,-113.8274,206.8,185.9,21.0,0,999.0
DIVINER_01563,-87.2519,27.697,74.1,51.2,22.9,1,0.0
DIVINER_01564,-81.7739,-124.2571,188.0,139.1,48.9,0,999.0
DIVINER_01565,-85.7626,-51.7702,207.4,180.4,27.0,0,999.0
DIVINER_01566,-83.3245,70.9247,82.6,47.8,34.7,1,0.0
DIVINER_01567,-89.0446,21.6418,182.5,167.0,15.4,0,999.0
DIVINER_01568,-83.7614,-40.8735,219.5,130.2,89.2,0,999.0
DIVINER_01569,-85.4823,-28.7101,237.1,173.9,63.2,0,999.0
DIVINER_01570,-84.1339,22.3599,226.6,145.3,81.4,0,999.0
DIVINER_01571,-88.3199,-177.8887,208.1,189.6,18.6,0,999.0
DIVINER_01572,-82.6313,-151.7364,183.4,167.0,16.4,0,999.0
DIVINER_01573,-81.372,137.2529,182.7,178.5,4.2,0,999.0
DIVINER_01574,-87.8326,-151.9636,189.5,171.4,18.1,0,999.0
DIVINER_01575,-89.0429,74.4493,238.5,161.6,77.0,0,999.0
DIVINER_01576,-89.7636,151.2137,203.9,170.1,33.8,0,999.0
DIVINER_01577,-83.5803,-82.5539,230.6,161.8,68.8,0,999.0
DIVINER_01578,-83.9291,-46.6231,222.3,123.6,98.7,0,999.0
DIVINER_01579,-84.533,24.8117,216.3,144.2,72.1,0,999.0
DIVINER_01580,-87.6805,137.4152,236.9,142.1,94.7,0,999.0
DIVINER_01581,-86.0909,159.086,193.8,170.0,23.8,0,999.0
DIVINER_01582,-84.0552,86.2428,207.3,160.3,47.0,0,999.0
DIVINER_01583,-85.0323,-148.8169,231.9,162.7,69.1,0,999.0
DIVINER_01584,-80.1221,60.8955,213.1,179.3,33.8,0,999.0
DIVINER_01585,-88.6356,-32.2907,194.8,156.8,38.0,0,999.0
DIVINER_01586,-83.0486,-10.5476,192.5,135.3,57.3,0,999.0
DIVINER_01587,-85.9568,-162.3066,225.2,120.9,104.3,0,999.0
DIVINER_01588,-85.718,-111.2176,82.6,45.3,37.3,1,0.0
DIVINER_01589,-82.824,104.5849,234.9,122.1,112.7,0,999.0
DIVINER_01590,-83.0756,-16.5748,181.1,136.6,44.5,0,999.0
DIVINER_01591,-80.0874,-71.4016,217.9,164.4,53.4,0,999.0
DIVINER_01592,-88.7161,-41.7531,216.3,130.6,85.7,0,999.0
DIVINER_01593,-88.9589,127.5838,214.7,125.7,89.0,0,999.0
DIVINER_01594,-82.7566,89.6396,208.5,188.0,20.5,0,999.0
DIVINER_01595,-84.2161,-81.9665,231.1,189.8,41.4,0,999.0
DIVINER_01596,-87.2584,-137.6993,219.6,164.6,55.0,0,999.0
DIVINER_01597,-89.2058,-89.2806,226.9,127.6,99.3,0,999.0
DIVINER_01598,-89.1434,151.4723,186.9,177.5,9.4,0,999.0
DIVINER_01599,-81.0581,29.372,183.0,157.7,25.2,0,999.0
DIVINER_01600,-88.0813,12.0529,181.7,132.7,49.0,0,999.0
DIVINER_01601,-86.7663,34.7017,188.8,160.3,28.5,0,999.0
DIVINER_01602,-87.7334,-48.2298,220.0,122.8,97.3,0,999.0
DIVINER_01603,-86.45,110.5585,209.6,188.1,21.6,0,999.0
DIVINER_01604,-89.3058,8.383,225.1,177.8,47.3,0,999.0
DIVINER_01605,-84.8094,-137.9708,191.5,138.3,53.2,0,999.0
DIVINER_01606,-89.3239,-133.5366,202.0,149.3,52.7,0,999.0
DIVINER_01607,-81.9964,13.2693,233.3,147.7,85.6,0,999.0
DIVINER_01608,-87.6629,157.1653,236.1,180.3,55.8,0,999.0
DIVINER_01609,-84.5999,-68.9932,235.3,144.8,90.5,0,999.0
DIVINER_01610,-81.1992,133.0348,229.1,123.4,105.7,0,999.0
DIVINER_01611,-83.4912,95.0744,221.3,135.0,86.3,0,999.0
DIVINER_01612,-84.6704,-90.7875,234.8,135.1,99.7,0,999.0
DIVINER_01613,-86.7567,-166.9173,222.9,186.4,36.4,0,999.0
DIVINER_01614,-86.67,-143.335,237.2,184.7,52.6,0,999.0
DIVINER_01615,-83.3051,82.2578,181.5,141.0,40.4,0,999.0
DIVINER_01616,-80.0586,-108.1189,235.3,120.2,115.1,0,999.0
DIVINER_01617,-83.3816,-46.3425,213.3,156.2,57.2,0,999.0
DIVINER_01618,-84.4222,0.6117,186.7,175.8,10.9,0,999.0
DIVINER_01619,-82.6935,81.1685,192.9,138.8,54.1,0,999.0
DIVINER_01620,-85.3479,-139.2368,231.1,150.7,80.4,0,999.0
DIVINER_01621,-89.3986,-33.7081,210.4,132.1,78.3,0,999.0
DIVINER_01622,-84.377,-5.3738,239.0,142.9,96.1,0,999.0
DIVINER_01623,-80.4237,14.6977,187.1,173.1,13.9,0,999.0
DIVINER_01624,-88.247,114.6098,204.8,150.0,54.8,0,999.0
DIVINER_01625,-83.1,-118.1958,199.9,151.3,48.6,0,999.0
DIVINER_01626,-87.9907,110.8193,211.0,175.3,35.7,0,999.0
DIVINER_01627,-84.6417,69.4362,218.0,173.4,44.6,0,999.0
DIVINER_01628,-89.0332,20.1135,219.7,133.1,86.6,0,999.0
DIVINER_01629,-85.4963,71.83,180.1,149.1,31.0,0,999.0
DIVINER_01630,-82.4384,-31.6736,185.3,179.4,5.9,0,999.0
DIVINER_01631,-86.5243,-130.1769,182.1,152.0,30.1,0,999.0
DIVINER_01632,-83.3509,59.6755,231.9,166.3,65.6,0,999.0
DIVINER_01633,-82.0455,8.882,198.8,141.4,57.4,0,999.0
DIVINER_01634,-80.7282,50.1749,202.0,124.2,77.9,0,999.0
DIVINER_01635,-87.6536,-58.3204,207.0,131.5,75.5,0,999.0
DIVINER_01636,-86.0068,146.472,231.0,148.1,82.8,0,999.0
DIVINER_01637,-88.4758,31.4532,180.8,144.7,36.1,0,999.0
DIVINER_01638,-80.0752,-149.2551,187.1,182.7,4.4,0,999.0
DIVINER_01639,-80.73,-18.0706,221.1,158.2,62.9,0,999.0
DIVINER_01640,-84.6004,92.2882,237.8,163.9,73.9,0,999.0
DIVINER_01641,-81.5797,105.8884,218.6,168.2,50.4,0,999.0
DIVINER_01642,-84.7904,-1.9451,195.7,157.2,38.5,0,999.0
DIVINER_01643,-83.7641,142.1091,211.2,173.9,37.3,0,999.0
DIVINER_01644,-89.1088,-83.6394,238.5,174.8,63.7,0,999.0
DIVINER_01645,-82.4473,-32.1845,211.7,144.6,67.1,0,999.0
DIVINER_01646,-88.7229,143.4949,61.4,63.0,-1.6,1,0.0
DIVINER_01647,-81.7393,142.6524,203.0,189.0,14.0,0,999.0
DIVINER_01648,-82.1797,66.8566,238.0,165.0,73.0,0,999.0
DIVINER_01649,-82.9126,129.233,223.1,169.6,53.5,0,999.0
DIVINER_01650,-89.6384,-148.0416,221.2,173.0,48.3,0,999.0
DIVINER_01651,-86.9687,131.3982,193.9,162.9,31.0,0,999.0
DIVINER_01652,-87.3689,-64.5768,213.6,153.0,60.6,0,999.0
DIVINER_01653,-86.3986,-115.8007,201.4,188.9,12.5,0,999.0
DIVINER_01654,-89.1236,-93.8269,194.4,170.9,23.5,0,999.0
DIVINER_01655,-80.6304,-29.5313,233.7,179.2,54.5,0,999.0
DIVINER_01656,-84.462,-89.5709,203.0,150.8,52.2,0,999.0
DIVINER_01657,-86.9448,-64.5957,197.0,183.3,13.6,0,999.0
