sample_id,latitude_deg,longitude_deg,m3_plagioclase_pct,m3_pyroxene_pct,m3_olivine_pct,ilmenite_tio2_pct,feo_iron_oxide_pct,thorium_ppm,m3_3um_h2o_band_depth,regolith_depth_m,isru_oxygen_potential_pct
PDS_M3_01364,-82.6689,-16.0324,72.3,20.3,7.4,0.69,5.58,1.25,0.054,5.4,43.9
PDS_M3_01365,-88.6843,29.5721,78.7,10.5,10.8,0.61,3.68,1.17,0.094,6.6,43.4
PDS_M3_01366,-82.8418,-51.5626,75.0,14.5,10.5,0.57,4.29,0.8,0.046,5.6,43.3
PDS_M3_01367,-80.9097,-120.8626,68.3,24.4,7.3,0.42,5.6,1.05,0.201,5.9,43.3
PDS_M3_01368,-88.2032,1.339,83.1,9.2,7.7,0.77,4.36,1.07,0.123,6.2,44.6
PDS_M3_01369,-87.6246,118.873,74.3,16.4,9.3,0.6,5.55,1.32,0.139,5.2,43.5
PDS_M3_01370,-80.286,59.0444,82.0,10.1,7.9,0.46,3.89,1.45,0.093,4.6,43.6
PDS_M3_01371,-88.1902,-58.1876,81.1,8.2,10.7,0.48,4.69,1.1,0.1,8.5,43.7
PDS_M3_01372,-81.4561,156.7883,72.0,18.0,10.0,0.38,4.25,0.6,0.055,5.7,43.8
PDS_M3_01373,-85.0772,148.3947,80.1,11.8,8.1,0.51,5.39,1.32,0.185,5.5,43.0
PDS_M3_01374,-87.5277,-104.6346,73.4,19.6,7.0,0.54,3.99,1.76,0.103,7.5,43.5
PDS_M3_01375,-81.2925,-165.8097,68.5,21.3,10.2,0.56,3.43,1.32,0.072,8.1,43.3
PDS_M3_01376,-85.5469,86.8711,74.3,17.0,8.7,0.42,3.83,1.02,0.168,7.5,43.6
PDS_M3_01377,-84.8518,117.9397,77.6,12.8,9.6,0.23,3.86,1.22,0.16,5.3,43.4
PDS_M3_01378,-86.4077,168.4312,74.1,17.8,8.1,0.49,3.68,1.34,0.04,6.2,43.1
PDS_M3_01379,-84.0705,140.3411,74.8,17.6,7.6,0.56,3.65,1.13,0.195,6.5,44.0
PDS_M3_01380,-88.3648,36.1925,80.6,9.7,9.7,0.3,5.1,1.49,0.067,8.5,43.1
PDS_M3_01381,-86.0892,10.8188,76.4,14.8,8.8,0.44,5.33,0.76,0.073,6.3,44.3
PDS_M3_01382,-80.3059,-169.9772,72.6,19.5,7.9,0.65,4.51,0.98,0.045,6.4,43.7
PDS_M3_01383,-87.4187,-91.2037,78.8,13.6,7.6,0.27,3.68,1.24,0.166,4.6,44.0
PDS_M3_01384,-83.4326,-14.5387,76.8,13.9,9.3,0.41,3.73,1.31,0.086,4.3,43.7
PDS_M3_01385,-86.7481,46.2614,65.9,24.2,9.9,0.67,2.54,0.94,0.182,7.4,43.8
PDS_M3_01386,-82.2653,20.6107,77.7,14.2,8.1,0.47,4.5,0.96,0.131,6.2,43.9
PDS_M3_01387,-88.6913,87.349,77.6,12.5,9.9,0.37,3.65,0.9,0.177,6.3,44.2
PDS_M3_01388,-80.3018,-79.2839,76.1,16.2,7.7,0.45,5.38,0.88,0.218,7.1,44.0
PDS_M3_01389,-85.4621,23.3829,79.6,12.0,8.4,0.57,3.1,1.26,0.17,6.8,44.2
PDS_M3_01390,-87.6395,-148.2688,73.3,16.7,10.0,0.42,3.73,1.09,0.054,6.7,43.3
PDS_M3_01391,-89.265,-31.0804,77.3,13.1,9.6,0.54,4.12,1.49,0.044,6.6,43.6
PDS_M3_01392,-88.3024,90.0579,69.7,22.2,8.1,0.49,4.57,0.77,0.098,6.0,43.4
PDS_M3_01393,-84.8023,69.6243,77.6,14.9,7.5,0.5,5.64,1.05,0.05,6.1,43.7
PDS_M3_01394,-86.63,176.6314,83.8,9.0,7.2,0.55,3.1,1.32,0.159,6.9,44.2
PDS_M3_01395,-81.7112,-79.9592,72.0,17.6,10.4,0.41,3.96,1.2,0.217,4.7,43.2
PDS_M3_01396,-85.6911,-0.6519,73.0,19.7,7.3,0.31,3.06,0.77,0.048,4.5,43.6
PDS_M3_01397,-87.5129,-61.3691,73.2,19.3,7.5,0.52,4.83,1.45,0.056,5.9,43.8
PDS_M3_01398,-83.8286,-21.3829,76.5,15.5,8.0,0.43,3.68,1.13,0.099,6.0,42.9
PDS_M3_01399,-82.9322,128.502,71.7,19.5,8.8,0.38,4.12,1.68,0.118,6.7,43.9
PDS_M3_01400,-88.3296,66.3153,77.7,12.1,10.2,0.53,4.06,1.06,0.083,5.5,44.5
PDS_M3_01401,-88.3238,137.6788,79.4,12.6,8.0,0.64,4.29,1.45,0.068,4.9,43.4
PDS_M3_01402,-89.6333,-106.736,78.1,12.7,9.2,0.43,4.07,0.99,0.062,6.5,44.3
PDS_M3_01403,-82.636,134.41,68.9,23.7,7.4,0.45,3.42,1.03,0.106,7.4,43.5
PDS_M3_01404,-83.362,-158.4856,80.0,11.1,8.9,0.27,4.27,1.25,0.122,6.2,43.4
PDS_M3_01405,-85.2537,139.8957,79.7,12.6,7.7,0.42,3.56,0.59,0.06,4.1,44.1
PDS_M3_01406,-81.5583,-61.5334,79.3,12.9,7.8,0.48,4.85,0.49,0.064,6.1,44.6
PDS_M3_01407,-81.9433,-66.7485,77.5,14.0,8.5,0.45,4.25,0.9,0.077,3.5,43.6
PDS_M3_01408,-84.1465,4.3519,76.9,13.1,10.0,0.4,3.37,0.71,0.076,5.8,43.3
PDS_M3_01409,-81.3173,158.6485,80.1,9.9,10.0,0.56,6.13,0.42,0.151,3.4,42.9
PDS_M3_01410,-87.9416,-162.7987,83.7,7.6,8.7,0.46,5.53,1.32,0.074,5.3,43.9
PDS_M3_01411,-88.8808,-53.1968,72.2,20.3,7.5,0.84,6.15,0.86,0.22,6.4,43.6
PDS_M3_01412,-87.3025,128.3659,80.3,11.6,8.1,0.48,3.93,1.0,0.062,5.5,44.5
PDS_M3_01413,-89.4291,-37.4204,75.7,15.3,9.0,0.1,3.53,1.14,0.111,7.2,44.4
PDS_M3_01414,-84.6883,-108.3035,75.5,14.0,10.5,0.28,4.85,1.25,0.125,6.1,43.4
PDS_M3_01415,-80.6339,-27.0741,69.9,19.2,10.9,0.53,5.09,1.18,0.1,4.5,43.8
PDS_M3_01416,-89.6066,-41.2011,74.9,15.6,9.5,0.35,4.36,1.16,0.067,6.9,43.2
PDS_M3_01417,-88.7789,149.5498,72.0,19.6,8.4,0.36,2.52,1.24,0.058,6.6,43.5
PDS_M3_01418,-85.478,94.2964,74.1,16.1,9.8,0.26,3.42,0.95,0.096,7.3,43.5
PDS_M3_01419,-80.6612,1.8416,71.6,20.1,8.3,0.38,4.54,0.89,0.104,6.7,43.2
PDS_M3_01420,-86.8384,175.8134,74.2,16.3,9.5,0.48,3.67,0.4,0.058,6.4,43.5
PDS_M3_01421,-84.9277,-12.5001,74.4,17.6,8.0,0.51,3.11,1.29,0.065,4.6,43.9
PDS_M3_01422,-89.5843,-159.0344,76.4,15.5,8.1,0.3,3.99,0.89,0.159,6.8,44.1
PDS_M3_01423,-88.5166,-85.5812,69.5,23.2,7.3,0.57,1.6,1.7,0.14,5.6,43.4
PDS_M3_01424,-80.1337,-23.0146,70.2,21.1,8.7,0.27,3.72,1.32,0.052,6.8,43.4
PDS_M3_01425,-80.3488,-123.5151,77.4,13.1,9.5,0.52,3.86,1.39,0.203,8.5,43.0
PDS_M3_01426,-89.9506,161.1234,72.8,17.0,10.2,0.5,4.45,1.31,0.099,7.2,43.7
PDS_M3_01427,-80.4819,96.0656,80.3,9.5,10.2,0.31,4.64,1.26,0.081,6.1,43.7
PDS_M3_01428,-83.6088,-83.4166,76.9,12.1,11.0,0.29,4.5,1.24,0.053,5.9,43.7
PDS_M3_01429,-81.3208,32.6896,78.4,14.2,7.4,0.51,4.92,1.27,0.119,5.3,43.6
PDS_M3_01430,-85.4526,79.7217,81.6,9.4,9.0,0.37,4.07,1.15,0.192,3.0,43.5
PDS_M3_01431,-84.844,158.8604,74.8,16.1,9.1,0.42,3.04,0.92,0.044,5.9,43.3
PDS_M3_01432,-85.1115,137.3887,73.7,16.1,10.2,0.55,4.24,0.75,0.084,5.2,43.3
PDS_M3_01433,-83.3314,5.4692,79.5,12.4,8.1,0.52,3.5,1.23,0.166,6.2,43.3
PDS_M3_01434,-88.6035,98.8749,78.0,14.7,7.3,0.31,3.11,1.49,0.22,5.2,43.8
PDS_M3_01435,-89.7003,22.3721,75.3,16.4,8.3,0.44,4.66,1.06,0.044,6.1,43.9
PDS_M3_01436,-86.9207,18.9734,81.6,7.5,10.9,0.31,3.07,1.15,0.134,7.3,43.8
PDS_M3_01437,-82.9532,-138.6929,75.2,14.2,10.6,0.58,4.74,0.7,0.06,6.0,43.7
PDS_M3_01438,-87.9815,-134.5904,76.1,15.3,8.6,0.68,3.17,0.96,0.087,4.5,43.6
PDS_M3_01439,-83.2657,10.6321,76.1,13.4,10.5,0.32,3.97,0.73,0.132,4.8,44.1
PDS_M3_01440,-80.3009,-83.2098,72.3,20.6,7.1,0.45,3.75,0.75,0.087,6.6,43.6
PDS_M3_01441,-89.061,-172.4267,76.3,15.4,8.3,0.59,5.11,1.13,0.047,6.7,43.8
PDS_M3_01442,-83.274,80.2221,81.6,8.5,9.9,0.45,4.68,1.08,0.094,4.8,44.2
PDS_M3_01443,-85.5625,-168.3048,77.8,14.3,7.9,0.53,3.54,1.34,0.048,5.8,43.7
PDS_M3_01444,-81.3186,34.2997,76.1,16.1,7.8,0.46,4.07,1.33,0.066,6.9,44.2
PDS_M3_01445,-88.2285,14.1098,75.4,14.2,10.4,0.29,5.26,0.84,0.089,7.9,43.4
PDS_M3_01446,-83.0737,168.7733,77.3,13.2,9.5,0.47,5.39,0.52,0.22,6.0,44.4
PDS_M3_01447,-81.6188,-5.6833,79.0,10.0,11.0,0.62,3.1,0.82,0.118,5.6,43.7
PDS_M3_01448,-80.5539,-157.1035,78.4,14.1,7.5,0.5,5.25,0.89,0.062,5.4,43.5
PDS_M3_01449,-83.1675,18.6077,74.7,16.9,8.4,0.69,5.19,1.27,0.166,6.0,43.0
PDS_M3_01450,-85.0283,122.7946,77.3,14.5,8.2,0.18,4.34,1.28,0.055,7.5,44.1
PDS_M3_01451,-83.8215,178.8657,77.9,11.6,10.5,0.51,4.13,1.09,0.069,6.0,43.6
PDS_M3_01452,-81.311,-25.0765,72.0,20.0,8.0,0.35,3.76,1.32,0.102,6.4,43.6
PDS_M3_01453,-84.2939,-64.6925,76.7,14.9,8.4,0.32,3.2,1.87,0.072,4.1,43.8
PDS_M3_01454,-89.6961,146.3952,67.4,25.0,7.6,0.65,4.47,1.06,0.118,7.7,43.2
PDS_M3_01455,-80.6905,-111.1528,77.9,12.0,10.1,0.41,4.06,1.03,0.103,7.4,44.2
PDS_M3_01456,-83.1047,41.5544,78.6,13.4,8.0,0.4,4.55,0.85,0.106,5.4,43.9
PDS_M3_01457,-83.2349,-33.9428,79.0,13.7,7.3,0.5,4.57,1.2,0.073,5.7,43.4
PDS_M3_01458,-87.8432,-165.2103,74.4,16.9,8.7,0.13,6.21,1.44,0.043,7.2,43.1
PDS_M3_01459,-83.4111,-54.9761,77.2,14.2,8.6,0.65,5.16,0.95,0.164,9.3,44.0
PDS_M3_01460,-86.0614,-84.5177,81.7,10.6,7.7,0.74,4.64,0.98,0.045,3.8,43.8
PDS_M3_01461,-83.4877,66.9928,81.7,10.8,7.5,0.59,2.49,0.94,0.077,5.2,44.1
PDS_M3_01462,-88.9341,161.5646,75.9,13.5,10.6,0.51,4.51,0.75,0.062,5.3,43.6
PDS_M3_01463,-83.4215,-83.503,76.6,16.1,7.3,0.42,5.47,1.14,0.061,7.0,43.8
PDS_M3_01464,-80.0059,112.1277,80.4,12.2,7.4,0.29,3.86,1.15,0.055,6.2,44.1
PDS_M3_01465,-89.5179,-160.0705,70.0,22.0,8.0,0.63,5.95,1.09,0.059,5.2,42.8
PDS_M3_01466,-80.2283,13.7236,74.7,14.5,10.8,0.59,4.64,1.65,0.22,4.1,44.3
PDS_M3_01467,-85.9309,-154.602,81.3,11.4,7.3,0.52,4.44,1.22,0.22,7.0,44.0
PDS_M3_01468,-81.2925,156.2519,79.9,9.8,10.3,0.5,3.41,0.77,0.091,5.6,43.0
PDS_M3_01469,-82.1761,95.8865,77.5,11.9,10.6,0.5,5.4,1.29,0.085,4.4,44.3
PDS_M3_01470,-84.3298,56.862,70.0,21.5,8.5,0.37,3.54,1.0,0.043,5.0,43.8
PDS_M3_01471,-82.6155,116.6027,75.8,16.0,8.2,0.83,3.75,1.0,0.138,5.3,43.6
PDS_M3_01472,-81.2148,53.1071,73.6,16.7,9.7,0.41,2.7,1.05,0.051,5.4,44.1
PDS_M3_01473,-85.9586,168.82,77.3,12.9,9.8,0.39,4.92,1.01,0.049,4.5,43.4
PDS_M3_01474,-86.7297,77.0249,72.8,17.1,10.1,0.62,4.67,1.18,0.073,4.6,43.5
PDS_M3_01475,-83.3241,152.8771,71.9,17.8,10.3,0.45,4.21,1.73,0.066,8.6,44.5
PDS_M3_01476,-81.9215,6.1675,67.7,24.2,8.1,0.45,4.79,0.99,0.046,6.2,43.6
PDS_M3_01477,-82.3771,-137.8568,80.9,9.4,9.7,0.66,4.72,1.13,0.05,5.3,44.3
PDS_M3_01478,-82.0219,10.144,74.4,18.1,7.5,0.55,3.91,1.17,0.22,6.3,43.9
PDS_M3_01479,-85.6442,-134.3258,76.6,14.4,9.0,0.56,3.57,0.95,0.12,6.0,43.1
PDS_M3_01480,-81.8217,33.2977,76.0,14.5,9.5,0.24,2.83,0.98,0.095,4.7,43.8
PDS_M3_01481,-88.7979,-6.3025,71.7,20.7,7.6,0.51,4.06,1.4,0.062,3.5,43.6
PDS_M3_01482,-84.5551,44.1271,71.0,21.7,7.3,0.3,3.15,0.95,0.074,5.2,44.0
PDS_M3_01483,-89.9424,-176.3831,72.0,20.2,7.8,0.38,4.33,0.83,0.099,5.6,44.1
PDS_M3_01484,-86.7541,-109.8574,73.1,18.2,8.7,0.48,4.07,1.63,0.132,5.7,44.1
PDS_M3_01485,-86.3354,-3.121,77.5,11.9,10.6,0.44,3.88,0.74,0.216,3.6,43.5
PDS_M3_01486,-86.0383,162.1813,72.8,18.1,9.1,0.55,5.04,1.37,0.048,8.8,43.0
PDS_M3_01487,-83.0453,-41.9007,83.0,7.0,10.0,0.57,3.41,1.04,0.053,8.7,44.1
PDS_M3_01488,-86.1144,-27.2261,80.1,12.2,7.7,0.58,2.72,0.74,0.09,6.3,43.8
PDS_M3_01489,-85.5131,77.2906,79.2,13.4,7.4,0.25,4.02,0.99,0.207,5.8,43.4
PDS_M3_01490,-87.6246,37.3654,75.5,16.5,8.0,0.8,3.61,1.03,0.076,5.1,43.4
PDS_M3_01491,-86.2675,-72.3866,82.1,9.6,8.3,0.45,4.3,0.61,0.1,6.5,43.8
PDS_M3_01492,-87.7273,-32.1061,75.1,15.7,9.2,0.63,3.47,1.23,0.061,5.7,43.7
PDS_M3_01493,-89.268,-101.6281,75.9,13.6,10.5,0.1,4.54,1.2,0.14,7.3,43.4
PDS_M3_01494,-83.9655,167.7677,76.7,14.6,8.7,0.41,3.42,1.0,0.096,6.9,43.7
PDS_M3_01495,-83.3179,-132.9716,78.8,12.1,9.1,0.23,3.41,1.24,0.069,4.8,43.7
PDS_M3_01496,-83.8051,-46.1388,78.5,14.5,7.0,0.32,4.69,1.16,0.087,5.0,43.9
PDS_M3_01497,-85.3651,-170.698,74.1,18.8,7.1,0.46,4.16,1.49,0.111,7.0,43.2
PDS_M3_01498,-86.2021,-100.1594,73.9,18.8,7.3,0.4,3.25,0.78,0.054,6.6,43.3
PDS_M3_01499,-81.3667,100.9696,78.6,11.6,9.8,0.65,3.44,1.01,0.065,4.5,44.3
PDS_M3_01500,-84.8092,-107.5769,78.9,12.2,8.9,0.72,3.9,1.4,0.057,5.3,43.7
PDS_M3_01501,-85.2082,-151.1772,74.4,17.8,7.8,0.3,3.29,1.26,0.22,5.6,43.8
PDS_M3_01502,-89.7436,-9.1969,69.7,20.9,9.4,0.38,3.97,0.41,0.043,5.8,43.0
PDS_M3_01503,-86.5875,-176.4111,75.2,15.6,9.2,0.3,4.0,0.6,0.043,5.7,44.1
PDS_M3_01504,-86.198,-149.4842,78.5,14.1,7.4,0.62,3.47,1.1,0.066,6.9,44.2
PDS_M3_01505,-86.0118,110.7453,83.2,7.2,9.6,0.47,4.72,1.59,0.086,6.0,44.0
PDS_M3_01506,-84.1983,97.7304,71.2,18.7,10.1,0.45,3.38,0.97,0.064,5.9,43.2
PDS_M3_01507,-84.664,149.45,74.3,17.6,8.1,0.5,5.2,1.29,0.157,4.9,43.0
PDS_M3_01508,-83.9209,127.6256,74.4,15.9,9.7,0.4,4.03,1.12,0.051,6.0,44.5
PDS_M3_01509,-82.3512,65.9432,81.4,10.8,7.8,0.32,3.67,1.27,0.067,5.8,43.7
PDS_M3_01510,-81.8701,-161.1602,75.9,14.1,10.0,0.46,4.63,1.42,0.08,5.2,43.1
PDS_M3_01511,-82.8188,101.8255,72.4,17.0,10.6,0.41,4.23,1.38,0.054,4.4,43.3
PDS_M3_01512,-80.4448,124.3839,78.2,13.0,8.8,0.5,4.81,1.37,0.061,7.3,43.9
PDS_M3_01513,-89.8177,107.6696,74.4,17.6,8.0,0.21,2.6,0.92,0.217,7.9,43.1
PDS_M3_01514,-88.0422,3.0525,71.1,20.3,8.6,0.48,4.61,1.05,0.084,6.1,43.3
PDS_M3_01515,-89.9244,-96.1553,72.4,19.6,8.0,0.35,3.78,1.26,0.162,7.5,43.0
PDS_M3_01516,-83.5253,124.3188,82.9,10.1,7.0,0.47,4.23,1.24,0.059,6.1,44.5
PDS_M3_01517,-81.0197,81.7786,77.5,12.9,9.6,0.59,4.13,1.28,0.097,4.1,43.7
PDS_M3_01518,-87.5652,173.074,76.4,16.4,7.2,0.37,5.28,0.57,0.126,6.2,43.1
PDS_M3_01519,-80.7297,-123.9507,75.0,17.2,7.8,0.63,2.71,1.46,0.073,5.4,43.3
PDS_M3_01520,-89.3973,-98.7608,77.2,12.9,9.9,0.19,5.49,0.59,0.099,6.4,43.4
PDS_M3_01521,-80.6556,-103.7527,77.1,13.2,9.7,0.68,4.77,0.87,0.159,7.7,43.7
PDS_M3_01522,-86.4838,105.3143,77.2,15.5,7.3,0.64,4.32,1.16,0.049,5.2,43.3
PDS_M3_01523,-88.9858,-112.7134,76.5,13.9,9.6,0.32,3.05,1.09,0.066,6.3,43.5
PDS_M3_01524,-85.1413,-156.0025,79.5,9.8,10.7,0.32,2.86,1.53,0.144,6.8,43.5
PDS_M3_01525,-87.4322,179.4819,76.1,16.6,7.3,0.23,3.75,0.75,0.056,7.4,43.1
PDS_M3_01526,-87.1513,-171.0658,72.1,19.2,8.7,0.59,4.71,0.99,0.089,7.0,43.2
PDS_M3_01527,-86.9271,120.6879,73.6,16.5,9.9,0.4,4.2,0.51,0.075,4.5,43.3
PDS_M3_01528,-81.9697,-48.4679,68.1,22.2,9.7,0.39,4.66,1.14,0.106,4.5,42.9
PDS_M3_01529,-84.6084,122.9816,84.1,8.0,7.9,0.28,3.03,1.04,0.106,6.7,43.4
PDS_M3_01530,-86.8869,19.6634,79.5,12.8,7.7,0.72,4.24,0.73,0.092,5.3,43.5
PDS_M3_01531,-83.8967,144.5872,72.7,17.2,10.1,0.3,5.08,1.49,0.216,4.6,43.9
PDS_M3_01532,-82.8385,153.4295,74.9,14.3,10.8,0.45,5.36,1.42,0.052,7.2,43.6
PDS_M3_01533,-87.2738,-176.7247,73.5,16.4,10.1,0.48,3.2,1.12,0.148,5.4,42.3
PDS_M3_01534,-85.8645,-152.8516,82.2,6.9,10.9,0.39,3.92,1.44,0.08,7.8,44.3
PDS_M3_01535,-88.7811,-89.8709,70.3,20.3,9.4,0.36,3.93,1.07,0.105,5.3,43.2
PDS_M3_01536,-88.1885,60.9535,76.5,12.8,10.7,0.39,3.7,1.31,0.059,4.9,44.3
PDS_M3_01537,-83.1888,139.778,75.6,14.6,9.8,0.53,4.93,1.36,0.046,5.7,44.0
PDS_M3_01538,-88.1856,-14.4209,79.3,10.1,10.6,0.4,6.5,0.78,0.13,6.7,43.7
PDS_M3_01539,-84.7484,38.5103,75.6,16.8,7.6,0.69,3.31,1.23,0.057,6.2,43.6
PDS_M3_01540,-82.9095,-112.1401,69.0,20.7,10.3,0.33,4.54,1.15,0.07,8.1,43.0
PDS_M3_01541,-88.9312,109.7881,75.0,17.2,7.8,0.56,4.44,0.79,0.043,6.0,43.9
PDS_M3_01542,-84.3269,168.2381,72.1,20.8,7.1,0.19,4.45,0.72,0.103,5.6,44.2
PDS_M3_01543,-87.4344,-83.3044,76.3,14.6,9.1,0.33,5.27,1.25,0.11,7.6,43.4
PDS_M3_01544,-80.3707,-1.8627,81.7,10.0,8.3,0.33,4.5,1.02,0.179,6.5,43.6
PDS_M3_01545,-85.1645,-148.9982,69.0,23.8,7.2,0.28,2.49,0.66,0.173,5.3,44.2
PDS_M3_01546,-81.9401,21.2892,72.8,16.3,10.9,0.49,3.05,1.27,0.113,6.1,43.6
PDS_M3_01547,-84.4977,1.002,73.8,16.5,9.7,0.43,3.35,1.38,0.063,6.1,43.0
PDS_M3_01548,-89.5659,-128.0029,74.5,14.9,10.6,0.11,3.6,0.75,0.068,5.6,43.1
PDS_M3_01549,-83.6685,-20.8562,79.0,10.0,11.0,0.75,4.09,1.1,0.069,6.0,44.4
PDS_M3_01550,-80.486,-59.7223,75.3,16.1,8.6,0.48,4.03,1.56,0.048,4.3,43.8
PDS_M3_01551,-83.9839,7.8591,77.7,14.3,8.0,0.45,2.74,0.83,0.217,5.4,43.3
PDS_M3_01552,-81.8081,30.8356,73.5,18.8,7.7,0.65,2.91,1.61,0.142,6.3,43.7
PDS_M3_01553,-81.1579,-176.9416,76.9,14.0,9.1,0.6,2.5,1.0,0.049,5.2,43.4
PDS_M3_01554,-87.7192,93.9622,79.1,11.5,9.4,0.41,2.96,1.08,0.216,4.7,43.0
PDS_M3_01555,-87.8796,76.6851,73.1,18.0,8.9,0.16,4.99,0.68,0.151,5.8,43.4
PDS_M3_01556,-83.8902,-48.1369,79.1,12.4,8.5,0.53,3.98,0.69,0.191,5.2,43.8
PDS_M3_01557,-85.8897,-160.9431,76.2,16.1,7.7,0.31,3.44,0.9,0.06,4.2,43.0
PDS_M3_01558,-81.6014,91.7757,80.2,11.0,8.8,0.64,2.67,1.37,0.065,4.2,43.3
PDS_M3_01559,-80.9998,163.8631,75.2,17.5,7.3,0.33,3.39,1.8,0.078,6.3,43.2
PDS_M3_01560,-86.4658,-93.5454,77.5,12.0,10.5,0.38,4.69,1.88,0.055,5.9,43.6
PDS_M3_01561,-87.6313,-63.5311,75.8,17.0,7.2,0.25,4.58,1.06,0.078,6.2,43.7
PDS_M3_01562,-82.1947,-113.8274,75.6,15.9,8.5,0.26,4.0,0.99,0.041,5.4,43.1
PDS_M3_01563,-87.2519,27.697,77.0,15.6,7.4,0.43,3.99,0.8,0.166,4.0,43.5
PDS_M3_01564,-81.7739,-124.2571,78.1,11.8,10.1,0.42,2.78,1.43,0.051,4.8,43.5
PDS_M3_01565,-85.7626,-51.7702,71.0,20.7,8.3,0.38,3.58,0.88,0.082,5.4,42.8
PDS_M3_01566,-83.3245,70.9247,81.7,10.8,7.5,0.76,4.64,1.03,0.199,6.3,43.9
PDS_M3_01567,-89.0446,21.6418,68.6,22.3,9.1,0.54,3.66,1.25,0.143,3.7,43.6
PDS_M3_01568,-83.7614,-40.8735,73.3,16.0,10.7,0.45,5.5,1.24,0.13,3.0,43.7
PDS_M3_01569,-85.4823,-28.7101,75.6,13.8,10.6,0.1,5.16,0.92,0.096,7.5,43.1
PDS_M3_01570,-84.1339,22.3599,77.6,14.4,8.0,0.57,3.84,1.07,0.074,6.5,44.0
PDS_M3_01571,-88.3199,-177.8887,82.3,7.8,9.9,0.9,3.99,0.92,0.075,4.7,43.8
PDS_M3_01572,-82.6313,-151.7364,68.6,24.3,7.1,0.42,5.98,0.85,0.045,5.5,43.8
PDS_M3_01573,-81.372,137.2529,74.0,18.5,7.5,0.33,4.88,0.79,0.044,5.3,43.8
PDS_M3_01574,-87.8326,-151.9636,67.5,23.5,9.0,0.47,4.26,0.66,0.151,6.1,43.5
PDS_M3_01575,-89.0429,74.4493,76.1,16.0,7.9,0.24,4.35,1.21,0.072,5.2,43.6
PDS_M3_01576,-89.7636,151.2137,77.1,12.7,10.2,0.52,4.32,1.03,0.043,4.4,44.1
PDS_M3_01577,-83.5803,-82.5539,82.4,6.9,10.7,0.68,4.19,0.76,0.105,6.4,43.4
PDS_M3_01578,-83.9291,-46.6231,76.5,16.5,7.0,0.35,3.34,0.73,0.109,8.0,43.2
PDS_M3_01579,-84.533,24.8117,80.2,11.9,7.9,0.35,3.88,0.73,0.055,6.4,44.9
PDS_M3_01580,-87.6805,137.4152,78.3,12.9,8.8,0.44,3.05,0.92,0.072,5.9,43.0
PDS_M3_01581,-86.0909,159.086,74.3,16.4,9.3,0.37,4.78,1.44,0.091,5.5,43.1
PDS_M3_01582,-84.0552,86.2428,70.4,18.9,10.7,0.22,4.09,0.9,0.094,4.9,43.8
PDS_M3_01583,-85.0323,-148.8169,77.1,12.3,10.6,0.39,4.82,1.27,0.083,5.3,43.0
PDS_M3_01584,-80.1221,60.8955,70.0,20.5,9.5,0.36,3.18,1.57,0.067,6.3,43.7
PDS_M3_01585,-88.6356,-32.2907,81.2,10.8,8.0,0.65,5.34,1.15,0.044,7.2,44.3
PDS_M3_01586,-83.0486,-10.5476,75.4,14.5,10.1,0.62,5.24,0.87,0.041,7.3,44.2
PDS_M3_01587,-85.9568,-162.3066,80.8,11.4,7.8,0.66,2.94,1.07,0.077,6.0,43.9
PDS_M3_01588,-85.718,-111.2176,74.1,15.0,10.9,0.57,3.8,1.09,0.054,6.0,43.1
PDS_M3_01589,-82.824,104.5849,77.1,15.9,7.0,0.48,3.88,1.62,0.207,5.9,43.3
PDS_M3_01590,-83.0756,-16.5748,76.8,13.9,9.3,0.32,3.05,0.58,0.101,6.5,44.2
PDS_M3_01591,-80.0874,-71.4016,75.8,16.8,7.4,0.65,3.99,1.43,0.093,5.9,42.9
PDS_M3_01592,-88.7161,-41.7531,74.3,17.1,8.6,0.5,4.65,0.58,0.071,5.9,43.9
PDS_M3_01593,-88.9589,127.5838,77.6,12.9,9.5,0.26,3.82,1.34,0.064,4.8,43.1
PDS_M3_01594,-82.7566,89.6396,72.3,17.9,9.8,0.31,2.83,0.98,0.052,4.7,43.5
PDS_M3_01595,-84.2161,-81.9665,71.2,18.7,10.1,0.26,4.82,1.65,0.044,5.0,43.2
PDS_M3_01596,-87.2584,-137.6993,81.0,9.6,9.4,0.14,3.57,1.3,0.1,6.1,43.7
PDS_M3_01597,-89.2058,-89.2806,78.9,13.1,8.0,0.51,3.65,1.27,0.131,5.4,44.3
PDS_M3_01598,-89.1434,151.4723,76.3,13.1,10.6,0.26,5.55,0.82,0.157,8.9,43.5
PDS_M3_01599,-81.0581,29.372,82.7,7.1,10.2,0.34,4.52,1.64,0.117,6.3,44.3
PDS_M3_01600,-88.0813,12.0529,74.9,17.5,7.6,0.46,3.55,1.94,0.176,7.7,43.3
PDS_M3_01601,-86.7663,34.7017,81.3,8.4,10.3,0.42,3.25,1.7,0.22,7.6,44.0
PDS_M3_01602,-87.7334,-48.2298,76.7,12.4,10.9,0.34,4.97,0.8,0.22,6.3,43.6
PDS_M3_01603,-86.45,110.5585,71.9,18.6,9.5,0.68,4.92,1.04,0.094,5.8,43.0
PDS_M3_01604,-89.3058,8.383,83.4,8.5,8.1,0.22,3.79,0.74,0.055,4.7,43.4
PDS_M3_01605,-84.8094,-137.9708,80.0,10.6,9.4,0.23,3.19,0.92,0.047,5.1,43.7
