sample_id,latitude_deg,longitude_deg,annual_illumination_pct,sunlight_hours_yr,max_continuous_sunlight_hrs,max_continuous_darkness_hrs,psr_flag,direct_earth_visibility_pct,solar_energy_yield_kwh_m2_yr
ILLUM_01210,-85.7382,-1.2544,14.4,1261,0,588,0,15.1,1648
ILLUM_01211,-85.4861,-135.6053,29.1,2549,584,502,0,24.0,3331
ILLUM_01212,-88.3638,-35.6507,48.3,4231,648,551,0,40.8,5528
ILLUM_01213,-82.0519,-53.7445,57.8,5063,686,598,0,48.4,6615
ILLUM_01214,-83.0632,98.2224,50.1,4389,367,713,0,63.1,5734
ILLUM_01215,-87.7923,109.1414,0.0,0,0,8760,1,0.0,0
ILLUM_01216,-89.1762,-124.7714,42.2,3697,580,399,0,31.8,4830
ILLUM_01217,-83.195,-48.0416,86.0,7534,1663,72,0,80.2,9843
ILLUM_01218,-83.4549,-45.5929,78.8,6903,1387,175,0,75.7,9019
ILLUM_01219,-87.2674,-125.4922,54.9,4809,374,488,0,48.0,6284
ILLUM_01220,-80.4914,107.4433,48.7,4266,307,708,0,63.9,5574
ILLUM_01221,-88.4894,74.6022,9.2,806,0,688,0,20.3,1053
ILLUM_01222,-85.6767,-111.4626,19.1,1673,0,628,0,9.7,2186
ILLUM_01223,-80.5638,-47.9801,24.1,2111,513,437,0,16.6,2758
ILLUM_01224,-85.8027,-141.9102,44.3,3881,582,492,0,40.2,5070
ILLUM_01225,-83.6147,46.1544,67.8,5939,438,412,0,76.7,7760
ILLUM_01226,-86.0241,-136.3061,40.6,3557,454,497,0,36.9,4647
ILLUM_01227,-87.2578,174.9363,14.5,1270,0,694,0,12.9,1660
ILLUM_01228,-80.1602,101.0455,43.5,3811,679,597,0,51.6,4979
ILLUM_01229,-85.9067,-39.5141,16.5,1445,0,359,0,9.1,1889
ILLUM_01230,-81.059,28.283,68.9,6036,484,461,0,76.1,7886
ILLUM_01231,-87.7005,148.0831,13.8,1209,0,591,0,21.1,1579
ILLUM_01232,-87.869,19.4757,0.0,0,0,8760,1,0.0,0
ILLUM_01233,-89.6887,-117.1805,0.0,0,0,8760,1,0.0,0
ILLUM_01234,-83.4833,-43.6668,19.1,1673,0,398,0,14.8,2186
ILLUM_01235,-86.3147,123.5322,9.1,797,0,681,0,15.6,1042
ILLUM_01236,-81.3564,51.9167,51.2,4485,518,382,0,61.4,5860
ILLUM_01237,-85.2679,54.2608,5.0,438,0,436,0,13.3,572
ILLUM_01238,-80.3181,132.0557,56.3,4932,408,683,0,63.3,6444
ILLUM_01239,-88.1447,141.8303,68.1,5966,416,628,0,77.8,7794
ILLUM_01240,-81.3138,151.1253,30.7,2689,572,530,0,36.1,3514
ILLUM_01241,-82.234,-145.8543,47.7,4179,697,642,0,40.8,5459
ILLUM_01242,-82.2908,15.8854,88.3,7735,1521,40,0,91.0,10106
ILLUM_01243,-81.5522,86.5834,44.3,3881,405,570,0,54.7,5070
ILLUM_01244,-82.3898,92.4937,89.8,7866,1683,58,0,98.5,10278
ILLUM_01245,-83.7378,38.4178,13.5,1183,0,354,0,21.1,1545
ILLUM_01246,-88.6876,-119.9566,70.4,6167,1352,217,0,58.7,8058
ILLUM_01247,-89.6747,107.0714,62.3,5457,446,687,0,71.6,7131
ILLUM_01248,-80.7915,79.2401,80.2,7026,1006,143,0,92.7,9179
ILLUM_01249,-83.8335,-148.9911,6.0,526,0,554,0,3.6,687
ILLUM_01250,-82.0346,-13.0285,22.1,1936,575,617,0,24.4,2529
ILLUM_01251,-85.1848,-117.3681,14.7,1288,0,419,0,3.7,1682
ILLUM_01252,-88.8269,-58.5083,88.8,7779,1646,48,0,80.1,10164
ILLUM_01253,-88.7481,-173.4908,39.4,3451,471,706,0,39.4,4510
ILLUM_01254,-83.1443,-35.8812,83.4,7306,964,158,0,80.6,9546
ILLUM_01255,-85.6969,17.9557,29.5,2584,330,412,0,31.1,3376
ILLUM_01256,-87.9948,43.0497,8.7,762,0,440,0,18.8,996
ILLUM_01257,-85.0841,58.8565,0.0,0,0,8760,1,0.0,0
ILLUM_01258,-89.3579,121.0649,56.7,4967,636,598,0,65.3,6490
ILLUM_01259,-84.1803,-102.4334,75.7,6631,1096,110,0,70.5,8664
ILLUM_01260,-87.3101,-136.6265,37.2,3259,501,655,0,29.7,4258
ILLUM_01261,-82.0244,126.5534,83.3,7297,1401,90,0,94.9,9534
ILLUM_01262,-86.8964,-123.6194,19.9,1743,0,523,0,14.9,2278
ILLUM_01263,-85.4478,170.9136,65.7,5755,504,678,0,67.5,7520
ILLUM_01264,-89.8838,123.3138,65.8,5764,672,487,0,78.2,7531
ILLUM_01265,-89.2755,0.3156,22.7,1989,326,462,0,26.1,2598
ILLUM_01266,-86.0751,173.3117,5.0,438,0,584,0,3.7,572
ILLUM_01267,-85.2006,-144.9444,33.6,2943,556,654,0,29.0,3846
ILLUM_01268,-83.9998,-70.8963,6.2,543,0,363,0,0.0,710
ILLUM_01269,-87.0834,49.7608,82.7,7245,912,80,0,93.2,9465
ILLUM_01270,-83.0502,-53.9975,87.4,7656,1789,45,0,82.5,10003
ILLUM_01271,-81.3988,154.2141,63.9,5598,368,463,0,74.2,7314
ILLUM_01272,-82.2015,-156.3746,68.2,5974,669,496,0,65.0,7806
ILLUM_01273,-89.6038,17.7883,22.2,1945,493,591,0,25.9,2541
ILLUM_01274,-85.1949,32.7119,9.2,806,0,366,0,12.4,1053
ILLUM_01275,-88.9507,54.9821,75.7,6631,1149,108,0,84.4,8664
ILLUM_01276,-87.5795,-87.9602,52.4,4590,415,581,0,43.1,5997
ILLUM_01277,-80.1334,-48.7561,61.6,5396,416,719,0,57.2,7050
ILLUM_01278,-88.575,123.725,71.3,6246,1338,142,0,82.4,8161
ILLUM_01279,-85.0111,-109.8206,0.0,0,0,8760,1,0.0,0
ILLUM_01280,-83.8184,117.6724,13.3,1165,0,643,0,22.6,1522
ILLUM_01281,-82.9754,22.556,76.4,6693,1202,179,0,79.4,8744
ILLUM_01282,-84.4035,94.3875,44.6,3907,550,708,0,53.1,5105
ILLUM_01283,-89.9023,76.8987,76.0,6658,1027,161,0,88.3,8699
ILLUM_01284,-86.7354,-105.2959,40.7,3565,637,494,0,31.9,4658
ILLUM_01285,-84.8229,24.7726,18.5,1621,0,422,0,24.8,2117
ILLUM_01286,-89.1213,132.3803,15.6,1367,0,474,0,23.6,1785
ILLUM_01287,-86.4937,-24.4382,70.7,6193,1132,209,0,66.5,8092
ILLUM_01288,-89.668,167.9727,52.1,4564,502,658,0,56.7,5963
ILLUM_01289,-89.2142,-17.2026,36.7,3215,342,725,0,35.5,4200
ILLUM_01290,-86.0308,-128.5972,43.2,3784,406,495,0,38.9,4944
ILLUM_01291,-88.6728,-39.8035,49.7,4354,373,714,0,45.8,5688
ILLUM_01292,-84.3246,162.6129,23.4,2050,693,587,0,25.7,2678
ILLUM_01293,-83.1054,-64.9005,34.5,3022,655,578,0,26.9,3949
ILLUM_01294,-81.9941,132.5153,24.7,2164,500,484,0,35.2,2827
ILLUM_01295,-87.9985,137.2502,0.0,0,0,8760,1,0.0,0
ILLUM_01296,-88.3252,-53.9329,46.2,4047,376,676,0,39.5,5288
ILLUM_01297,-88.9543,-150.0272,18.3,1603,0,644,0,11.5,2095
ILLUM_01298,-83.6357,80.8408,36.1,3162,699,360,0,47.3,4132
ILLUM_01299,-82.9352,-67.8556,33.7,2952,318,474,0,27.4,3857
ILLUM_01300,-89.6841,101.8525,28.4,2488,631,615,0,37.0,3251
ILLUM_01301,-80.6379,-20.6443,90.4,7919,1694,41,0,91.3,10347
ILLUM_01302,-89.4803,-5.304,5.0,438,0,703,0,6.1,572
ILLUM_01303,-84.587,100.0474,57.4,5028,361,693,0,70.9,6570
ILLUM_01304,-82.9094,-42.3492,14.9,1305,0,425,0,9.8,1705
ILLUM_01305,-81.2903,-20.4742,73.9,6474,1257,235,0,76.3,8458
ILLUM_01306,-82.8591,-44.5714,81.1,7104,933,112,0,79.8,9282
ILLUM_01307,-81.9827,-47.7574,38.7,3390,554,459,0,30.7,4429
ILLUM_01308,-86.6055,9.3408,75.8,6640,1252,177,0,79.9,8676
ILLUM_01309,-81.8517,111.1678,22.8,1997,633,357,0,33.1,2610
ILLUM_01310,-89.1989,-49.7634,12.8,1121,0,525,0,5.7,1465
ILLUM_01311,-81.0518,8.7317,30.3,2654,305,370,0,31.5,3468
ILLUM_01312,-84.5241,61.4618,30.0,2628,381,557,0,41.2,3434
ILLUM_01313,-81.827,-83.0018,37.9,3320,433,446,0,27.8,4338
ILLUM_01314,-85.4768,-80.0918,34.7,3040,350,694,0,25.6,3972
ILLUM_01315,-83.5642,156.0287,36.1,3162,521,592,0,43.1,4132
ILLUM_01316,-84.736,80.4724,66.9,5860,567,452,0,77.3,7657
ILLUM_01317,-82.6841,27.7872,22.8,1997,669,611,0,28.0,2610
ILLUM_01318,-89.1837,53.1792,5.0,438,0,408,0,9.8,572
ILLUM_01319,-89.3965,-169.4522,43.4,3802,421,372,0,44.7,4967
ILLUM_01320,-87.529,42.5171,42.4,3714,431,678,0,49.3,4853
ILLUM_01321,-88.4046,3.4232,7.6,666,0,449,0,6.3,870
ILLUM_01322,-81.2822,16.4699,12.9,1130,0,467,0,15.5,1476
ILLUM_01323,-87.8079,-50.6074,48.9,4284,554,745,0,40.7,5597
ILLUM_01324,-80.2413,-150.6694,24.2,2120,529,576,0,17.4,2770
ILLUM_01325,-86.631,-110.3979,80.7,7069,1378,179,0,74.0,9236
ILLUM_01326,-88.1788,162.2681,0.0,0,0,8760,1,0.0,0
ILLUM_01327,-82.103,-32.8682,5.0,438,0,562,0,0.0,572
ILLUM_01328,-83.4129,-11.9941,39.1,3425,404,672,0,40.4,4475
ILLUM_01329,-85.018,-161.0245,93.0,8147,1838,64,0,90.4,10644
ILLUM_01330,-84.4464,-166.4762,61.4,5379,468,602,0,57.9,7028
ILLUM_01331,-82.808,78.1853,31.3,2742,434,410,0,43.4,3582
ILLUM_01332,-87.7155,13.7141,7.3,639,0,723,0,4.0,836
ILLUM_01333,-80.0367,3.1342,46.4,4065,570,565,0,46.6,5311
ILLUM_01334,-80.2521,-92.4752,18.8,1647,0,379,0,9.6,2152
ILLUM_01335,-83.4967,88.1103,55.8,4888,564,604,0,71.5,6387
ILLUM_01336,-88.0046,-119.4348,53.7,4704,615,632,0,46.7,6146
ILLUM_01337,-83.1977,-111.6235,25.4,2225,611,729,0,15.9,2907
ILLUM_01338,-89.278,-14.1436,7.0,613,0,379,0,4.1,801
ILLUM_01339,-89.6935,-76.9392,67.2,5887,640,705,0,62.0,7691
ILLUM_01340,-87.4232,-90.9133,52.8,4625,404,532,0,45.6,6043
ILLUM_01341,-85.3738,52.2856,79.3,6947,1141,119,0,87.9,9076
ILLUM_01342,-81.3173,54.3498,25.2,2208,306,642,0,32.8,2884
ILLUM_01343,-82.7283,116.8261,62.3,5457,323,591,0,70.9,7131
ILLUM_01344,-82.5729,-29.6249,11.2,981,0,569,0,6.3,1282
ILLUM_01345,-85.7451,-153.6894,26.9,2356,514,412,0,23.3,3079
ILLUM_01346,-86.5407,-81.4801,61.8,5414,619,673,0,52.5,7073
ILLUM_01347,-86.2896,172.802,76.6,6710,984,249,0,79.7,8767
ILLUM_01348,-80.1235,34.6531,26.6,2330,353,555,0,36.2,3044
ILLUM_01349,-89.5989,75.5054,76.9,6736,1048,99,0,85.6,8802
ILLUM_01350,-81.3297,-177.3512,64.5,5650,589,540,0,63.9,7382
ILLUM_01351,-84.2132,6.5541,33.1,2900,556,642,0,34.3,3788
ILLUM_01352,-85.6138,-166.4897,78.3,6859,970,234,0,80.9,8962
ILLUM_01353,-82.7474,24.9229,48.8,4275,663,464,0,52.6,5585
ILLUM_01354,-85.1333,151.4775,59.1,5177,336,380,0,66.4,6764
ILLUM_01355,-81.2658,168.6309,47.5,4161,585,555,0,49.1,5437
ILLUM_01356,-80.993,14.599,43.0,3767,413,502,0,45.5,4922
ILLUM_01357,-85.7828,-15.0463,77.8,6815,1018,115,0,78.0,8905
ILLUM_01358,-87.2317,160.2062,0.0,0,0,8760,1,0.0,0
ILLUM_01359,-84.0765,62.4995,5.0,438,0,523,0,12.3,572
ILLUM_01360,-80.8764,-156.6363,81.5,7139,1035,146,0,79.6,9328
ILLUM_01361,-87.8934,-12.3388,79.6,6973,1313,109,0,76.2,9111
ILLUM_01362,-83.7703,-93.5118,34.9,3057,657,476,0,24.8,3994
ILLUM_01363,-83.6844,-10.8704,19.0,1664,0,734,0,15.7,2175
ILLUM_01364,-82.6689,-16.0324,62.6,5484,548,492,0,61.4,7165
ILLUM_01365,-88.6843,29.5721,7.2,631,0,370,0,12.4,824
ILLUM_01366,-82.8418,-51.5626,36.8,3224,499,635,0,32.4,4212
ILLUM_01367,-80.9097,-120.8626,7.6,666,0,604,0,0.0,870
ILLUM_01368,-88.2032,1.339,56.7,4967,575,360,0,57.0,6490
ILLUM_01369,-87.6246,118.873,5.0,438,0,463,0,11.3,572
ILLUM_01370,-80.286,59.0444,56.3,4932,307,567,0,68.4,6444
ILLUM_01371,-88.1902,-58.1876,63.1,5528,645,486,0,55.5,7222
ILLUM_01372,-81.4561,156.7883,46.7,4091,355,418,0,50.2,5345
ILLUM_01373,-85.0772,148.3947,20.2,1770,360,396,0,21.9,2312
ILLUM_01374,-87.5277,-104.6346,8.8,771,0,588,0,0.0,1007
ILLUM_01375,-81.2925,-165.8097,28.5,2497,573,511,0,27.3,3262
ILLUM_01376,-85.5469,86.8711,44.7,3916,396,382,0,54.2,5116
ILLUM_01377,-84.8518,117.9397,60.5,5300,614,727,0,69.8,6925
ILLUM_01378,-86.4077,168.4312,5.0,438,0,414,0,2.1,572
ILLUM_01379,-84.0705,140.3411,65.7,5755,397,528,0,73.9,7520
ILLUM_01380,-88.3648,36.1925,64.7,5668,554,728,0,73.6,7405
ILLUM_01381,-86.0892,10.8188,38.8,3399,510,661,0,44.1,4441
ILLUM_01382,-80.3059,-169.9772,31.5,2759,341,553,0,30.9,3605
ILLUM_01383,-87.4187,-91.2037,81.0,7096,1446,94,0,70.0,9271
ILLUM_01384,-83.4326,-14.5387,71.1,6228,928,164,0,72.0,8138
ILLUM_01385,-86.7481,46.2614,88.1,7718,1556,58,0,98.5,10083
ILLUM_01386,-82.2653,20.6107,32.4,2838,441,400,0,38.9,3708
ILLUM_01387,-88.6913,87.349,84.9,7437,1159,189,0,96.1,9717
ILLUM_01388,-80.3018,-79.2839,8.9,780,0,643,0,0.0,1019
ILLUM_01389,-85.4621,23.3829,40.6,3557,429,482,0,43.1,4647
ILLUM_01390,-87.6395,-148.2688,45.2,3960,595,405,0,39.0,5173
ILLUM_01391,-89.265,-31.0804,41.4,3627,349,686,0,36.7,4738
ILLUM_01392,-88.3024,90.0579,59.1,5177,362,438,0,69.4,6764
ILLUM_01393,-84.8023,69.6243,14.2,1244,0,657,0,25.5,1625
ILLUM_01394,-86.63,176.6314,81.5,7139,1235,172,0,82.9,9328
ILLUM_01395,-81.7112,-79.9592,50.8,4450,619,725,0,42.6,5814
ILLUM_01396,-85.6911,-0.6519,85.3,7472,1550,49,0,85.8,9763
ILLUM_01397,-87.5129,-61.3691,5.0,438,0,741,0,0.0,572
ILLUM_01398,-83.8286,-21.3829,57.3,5019,543,668,0,56.2,6558
ILLUM_01399,-82.9322,128.502,36.0,3154,384,370,0,47.0,4120
ILLUM_01400,-88.3296,66.3153,45.7,4003,413,586,0,57.1,5231
ILLUM_01401,-88.3238,137.6788,69.2,6062,415,448,0,77.4,7920
ILLUM_01402,-89.6333,-106.736,19.4,1699,0,710,0,12.0,2220
ILLUM_01403,-82.636,134.41,18.6,1629,0,455,0,26.6,2129
ILLUM_01404,-83.362,-158.4856,67.2,5887,371,727,0,63.1,7691
ILLUM_01405,-85.2537,139.8957,50.6,4433,437,655,0,56.0,5791
ILLUM_01406,-81.5583,-61.5334,22.6,1980,588,665,0,13.4,2587
ILLUM_01407,-81.9433,-66.7485,47.5,4161,316,649,0,36.8,5437
ILLUM_01408,-84.1465,4.3519,40.0,3504,670,566,0,44.4,4578
ILLUM_01409,-81.3173,158.6485,66.6,5834,579,607,0,69.3,7623
ILLUM_01410,-87.9416,-162.7987,5.0,438,0,457,0,0.0,572
ILLUM_01411,-88.8808,-53.1968,54.3,4757,533,710,0,47.7,6215
ILLUM_01412,-87.3025,128.3659,54.4,4765,541,703,0,65.4,6226
ILLUM_01413,-89.4291,-37.4204,70.4,6167,1254,192,0,64.7,8058
ILLUM_01414,-84.6883,-108.3035,79.1,6929,1027,228,0,75.0,9053
ILLUM_01415,-80.6339,-27.0741,37.2,3259,681,524,0,37.3,4258
ILLUM_01416,-89.6066,-41.2011,30.4,2663,380,553,0,26.0,3479
ILLUM_01417,-88.7789,149.5498,8.0,701,0,657,0,14.8,916
ILLUM_01418,-85.478,94.2964,30.0,2628,312,693,0,42.0,3434
ILLUM_01419,-80.6612,1.8416,5.0,438,0,483,0,6.8,572
ILLUM_01420,-86.8384,175.8134,75.6,6623,1051,118,0,77.0,8653
ILLUM_01421,-84.9277,-12.5001,74.5,6526,1318,186,0,74.5,8527
ILLUM_01422,-89.5843,-159.0344,41.7,3653,639,535,0,36.1,4773
ILLUM_01423,-88.5166,-85.5812,24.5,2146,690,450,0,14.7,2804
ILLUM_01424,-80.1337,-23.0146,12.7,1113,0,567,0,7.3,1454
ILLUM_01425,-80.3488,-123.5151,79.9,6999,1378,106,0,72.5,9145
ILLUM_01426,-89.9506,161.1234,79.4,6955,1403,185,0,86.6,9088
ILLUM_01427,-80.4819,96.0656,23.6,2067,416,523,0,35.2,2701
ILLUM_01428,-83.6088,-83.4166,59.5,5212,337,495,0,49.1,6810
ILLUM_01429,-81.3208,32.6896,20.4,1787,609,533,0,30.0,2335
ILLUM_01430,-85.4526,79.7217,21.8,1910,344,697,0,31.2,2495
ILLUM_01431,-84.844,158.8604,5.0,438,0,494,0,5.6,572
ILLUM_01432,-85.1115,137.3887,51.9,4546,485,637,0,61.6,5940
ILLUM_01433,-83.3314,5.4692,13.3,1165,0,425,0,15.2,1522
ILLUM_01434,-88.6035,98.8749,5.0,438,0,706,0,11.1,572
ILLUM_01435,-89.7003,22.3721,6.3,552,0,562,0,13.8,721
ILLUM_01436,-86.9207,18.9734,26.6,2330,375,735,0,33.1,3044
ILLUM_01437,-82.9532,-138.6929,58.0,5081,503,503,0,57.0,6638
ILLUM_01438,-87.9815,-134.5904,17.9,1568,0,516,0,12.1,2049
ILLUM_01439,-83.2657,10.6321,80.9,7087,1206,120,0,86.2,9259
ILLUM_01440,-80.3009,-83.2098,27.0,2365,511,449,0,17.5,3090
ILLUM_01441,-89.061,-172.4267,29.7,2602,437,383,0,30.1,3399
ILLUM_01442,-83.274,80.2221,21.1,1848,548,368,0,30.6,2415
ILLUM_01443,-85.5625,-168.3048,21.9,1918,537,667,0,22.1,2507
ILLUM_01444,-81.3186,34.2997,11.1,972,0,655,0,12.7,1270
ILLUM_01445,-88.2285,14.1098,28.5,2497,389,435,0,30.4,3262
ILLUM_01446,-83.0737,168.7733,0.0,0,0,8760,1,0.0,0
ILLUM_01447,-81.6188,-5.6833,64.9,5685,616,580,0,64.4,7428
ILLUM_01448,-80.5539,-157.1035,78.9,6912,1364,82,0,79.3,9030
ILLUM_01449,-83.1675,18.6077,9.2,806,0,431,0,13.2,1053
ILLUM_01450,-85.0283,122.7946,41.7,3653,502,720,0,51.7,4773
ILLUM_01451,-83.8215,178.8657,20.3,1778,314,693,0,22.0,2323
ILLUM_01452,-81.311,-25.0765,66.0,5782,303,606,0,64.3,7554
ILLUM_01453,-84.2939,-64.6925,0.0,0,0,8760,1,0.0,0
ILLUM_01454,-89.6961,146.3952,75.3,6596,1157,242,0,83.0,8618
ILLUM_01455,-80.6905,-111.1528,5.0,438,0,501,0,0.0,572
ILLUM_01456,-83.1047,41.5544,25.9,2269,522,581,0,36.7,2964
ILLUM_01457,-83.2349,-33.9428,5.0,438,0,401,0,0.0,572
ILLUM_01458,-87.8432,-165.2103,5.0,438,0,351,0,1.3,572
ILLUM_01459,-83.4111,-54.9761,10.6,929,0,538,0,0.0,1213
ILLUM_01460,-86.0614,-84.5177,29.6,2593,347,543,0,16.3,3388
ILLUM_01461,-83.4877,66.9928,30.1,2637,483,692,0,38.1,3445
ILLUM_01462,-88.9341,161.5646,36.3,3180,430,637,0,41.2,4155
ILLUM_01463,-83.4215,-83.503,38.3,3355,559,608,0,28.5,4384
ILLUM_01464,-80.0059,112.1277,73.9,6474,1265,132,0,82.5,8458
ILLUM_01465,-89.5179,-160.0705,16.8,1472,0,632,0,10.0,1923
ILLUM_01466,-80.2283,13.7236,12.3,1077,0,553,0,17.4,1408
ILLUM_01467,-85.9309,-154.602,58.4,5116,324,357,0,55.2,6684
ILLUM_01468,-81.2925,156.2519,52.2,4573,687,625,0,58.3,5975
ILLUM_01469,-82.1761,95.8865,15.4,1349,0,529,0,24.6,1763
ILLUM_01470,-84.3298,56.862,78.9,6912,1114,220,0,89.3,9030
ILLUM_01471,-82.6155,116.6027,28.4,2488,505,458,0,40.2,3251
ILLUM_01472,-81.2148,53.1071,34.7,3040,304,638,0,42.9,3972
ILLUM_01473,-85.9586,168.82,37.5,3285,605,660,0,41.9,4292
ILLUM_01474,-86.7297,77.0249,29.8,2610,477,552,0,40.4,3411
ILLUM_01475,-83.3241,152.8771,51.6,4520,614,678,0,57.5,5906
ILLUM_01476,-81.9215,6.1675,39.3,3443,648,447,0,38.0,4498
ILLUM_01477,-82.3771,-137.8568,24.6,2155,634,713,0,17.9,2816
ILLUM_01478,-82.0219,10.144,83.5,7315,1400,200,0,87.7,9557
ILLUM_01479,-85.6442,-134.3258,30.0,2628,380,696,0,22.1,3434
ILLUM_01480,-81.8217,33.2977,62.8,5501,430,428,0,71.8,7188
ILLUM_01481,-88.7979,-6.3025,32.3,2829,524,669,0,31.9,3697
ILLUM_01482,-84.5551,44.1271,41.5,3635,605,437,0,48.3,4750
ILLUM_01483,-89.9424,-176.3831,23.0,2015,609,706,0,21.8,2632
ILLUM_01484,-86.7541,-109.8574,68.5,6001,390,718,0,62.1,7840
ILLUM_01485,-86.3354,-3.121,68.9,6036,699,517,0,69.5,7886
ILLUM_01486,-86.0383,162.1813,5.0,438,0,535,0,5.2,572
ILLUM_01487,-83.0453,-41.9007,5.0,438,0,432,0,0.0,572
ILLUM_01488,-86.1144,-27.2261,84.1,7367,976,213,0,83.1,9626
ILLUM_01489,-85.5131,77.2906,81.6,7148,989,158,0,94.2,9339
ILLUM_01490,-87.6246,37.3654,51.5,4511,456,700,0,54.1,5894
ILLUM_01491,-86.2675,-72.3866,44.1,3863,380,699,0,37.3,5047
ILLUM_01492,-87.7273,-32.1061,75.8,6640,1174,190,0,71.9,8676
ILLUM_01493,-89.268,-101.6281,12.1,1060,0,458,0,3.4,1385
ILLUM_01494,-83.9655,167.7677,58.6,5133,695,664,0,64.2,6707
ILLUM_01495,-83.3179,-132.9716,45.4,3977,529,719,0,37.9,5196
ILLUM_01496,-83.8051,-46.1388,65.9,5773,456,608,0,63.4,7543
ILLUM_01497,-85.3651,-170.698,5.7,499,0,461,0,1.2,652
ILLUM_01498,-86.2021,-100.1594,52.7,4617,499,635,0,46.5,6032
ILLUM_01499,-81.3667,100.9696,50.2,4398,604,601,0,62.7,5746
ILLUM_01500,-84.8092,-107.5769,78.9,6912,1071,91,0,70.3,9030
ILLUM_01501,-85.2082,-151.1772,64.1,5615,467,447,0,59.5,7337
ILLUM_01502,-89.7436,-9.1969,81.9,7174,1355,86,0,82.0,9374
ILLUM_01503,-86.5875,-176.4111,81.0,7096,1113,155,0,83.7,9271
ILLUM_01504,-86.198,-149.4842,34.6,3031,642,426,0,33.7,3960
ILLUM_01505,-86.0118,110.7453,12.5,1095,0,630,0,22.4,1431
ILLUM_01506,-84.1983,97.7304,56.6,4958,439,518,0,69.8,6478
ILLUM_01507,-84.664,149.45,85.6,7499,1653,76,0,88.1,9797
ILLUM_01508,-83.9209,127.6256,7.2,631,0,667,0,15.0,824
ILLUM_01509,-82.3512,65.9432,49.0,4292,488,389,0,62.1,5608
ILLUM_01510,-81.8701,-161.1602,10.0,876,0,684,0,7.7,1145
ILLUM_01511,-82.8188,101.8255,5.0,438,0,352,0,12.4,572
ILLUM_01512,-80.4448,124.3839,65.2,5712,430,600,0,72.8,7462
ILLUM_01513,-89.8177,107.6696,62.5,5475,662,651,0,74.3,7153
ILLUM_01514,-88.0422,3.0525,55.3,4844,419,691,0,57.6,6329
ILLUM_01515,-89.9244,-96.1553,80.6,7061,1004,195,0,71.7,9225
ILLUM_01516,-83.5253,124.3188,5.6,491,0,674,0,15.9,641
ILLUM_01517,-81.0197,81.7786,10.4,911,0,646,0,19.9,1190
ILLUM_01518,-87.5652,173.074,80.5,7052,919,148,0,83.3,9214
ILLUM_01519,-80.7297,-123.9507,47.6,4170,462,506,0,39.5,5448
ILLUM_01520,-89.3973,-98.7608,25.2,2208,639,741,0,16.1,2884
ILLUM_01521,-80.6556,-103.7527,65.2,5712,621,703,0,60.4,7462
ILLUM_01522,-86.4838,105.3143,83.2,7288,1045,119,0,94.6,9523
ILLUM_01523,-88.9858,-112.7134,62.0,5431,558,630,0,56.3,7096
ILLUM_01524,-85.1413,-156.0025,76.7,6719,1413,81,0,71.2,8779
ILLUM_01525,-87.4322,179.4819,29.6,2593,670,604,0,26.9,3388
ILLUM_01526,-87.1513,-171.0658,24.4,2137,351,703,0,25.9,2793
ILLUM_01527,-86.9271,120.6879,78.2,6850,946,229,0,90.7,8950
ILLUM_01528,-81.9697,-48.4679,52.3,4581,606,447,0,50.9,5986
ILLUM_01529,-84.6084,122.9816,23.1,2024,600,498,0,30.6,2644
ILLUM_01530,-86.8869,19.6634,0.0,0,0,8760,1,0.0,0
ILLUM_01531,-83.8967,144.5872,0.0,0,0,8760,1,0.0,0
ILLUM_01532,-82.8385,153.4295,19.1,1673,0,472,0,25.2,2186
ILLUM_01533,-87.2738,-176.7247,57.4,5028,316,661,0,61.6,6570
ILLUM_01534,-85.8645,-152.8516,5.0,438,0,608,0,0.0,572
ILLUM_01535,-88.7811,-89.8709,0.0,0,0,8760,1,0.0,0
ILLUM_01536,-88.1885,60.9535,62.3,5457,593,560,0,72.8,7131
ILLUM_01537,-83.1888,139.778,11.8,1034,0,526,0,20.6,1351
ILLUM_01538,-88.1856,-14.4209,20.3,1778,360,651,0,18.6,2323
ILLUM_01539,-84.7484,38.5103,82.3,7209,1203,135,0,89.7,9420
ILLUM_01540,-82.9095,-112.1401,62.0,5431,375,724,0,54.8,7096
ILLUM_01541,-88.9312,109.7881,44.0,3854,567,683,0,56.8,5036
ILLUM_01542,-84.3269,168.2381,23.5,2059,445,417,0,22.1,2690
ILLUM_01543,-87.4344,-83.3044,28.6,2505,489,636,0,22.5,3273
ILLUM_01544,-80.3707,-1.8627,57.7,5055,305,651,0,54.2,6604
ILLUM_01545,-85.1645,-148.9982,14.2,1244,0,650,0,9.6,1625
ILLUM_01546,-81.9401,21.2892,46.4,4065,650,609,0,49.4,5311
ILLUM_01547,-84.4977,1.002,38.3,3355,549,474,0,39.0,4384
ILLUM_01548,-89.5659,-128.0029,42.3,3705,644,557,0,37.4,4841
ILLUM_01549,-83.6685,-20.8562,12.4,1086,0,661,0,6.5,1419
ILLUM_01550,-80.486,-59.7223,11.1,972,0,515,0,1.5,1270
ILLUM_01551,-83.9839,7.8591,89.0,7796,1691,62,0,93.0,10186
ILLUM_01552,-81.8081,30.8356,92.0,8059,1606,41,0,98.2,10530
ILLUM_01553,-81.1579,-176.9416,39.1,3425,354,566,0,40.0,4475
ILLUM_01554,-87.7192,93.9622,68.6,6009,476,644,0,84.9,7852
